GENNME_manual	postpartum	parsed_dict	CUIs	ATCs	level1	level2	level3	count_all	count_pkpect	count_pect	count_pk	count_pe	count_ct	count_vc	count_fbnstp	count_biomarker
Fluocinonide	1902	{'C0016299': {'4462'}, 'C3215176': {'1160817'}, 'C1252953': {'378617'}, 'C1253462': {'379077'}, 'C1246270': {'372222'}, 'C1261797': {'385001'}, 'C1588663': {'543483'}, 'C1577235': {'485646'}, 'C1123653': {'328689'}, 'C1140040': {'340004'}, 'C1588662': {'543482'}, 'C0728789': {'224946'}, 'C0731206': {'226023'}, 'C0719768': {'216474'}, 'C0720474': {'217158'}, 'C0721358': {'218013'}, 'C1588661': {'543481'}, 'C1253808': {'379408'}, 'C3225249': {'1171167'}, 'C3227795': {'1173767'}, 'C3230887': {'1176953'}, 'C3239949': {'1186188'}, 'C3239956': {'1186195'}, 'C3241294': {'1187552'}, 'C1236238': {'362326'}, 'C1236240': {'362328'}, 'C1236241': {'362329'}, 'C1236242': {'362330'}, 'C1256408': {'380952'}, 'C1244422': {'370402'}, 'C1241368': {'367397'}, 'C1262732': {'385372'}, 'C1239480': {'365523'}, 'C1595343': {'562896'}, 'C1595769': {'563324'}, 'C1603233': {'569025'}, 'C1603234': {'569026'}, 'C1603235': {'569027'}, 'C1595342': {'562895'}, 'C1598639': {'566211'}}	{'C1261797', 'C1239480', 'C1577235', 'C1252953', 'C3225249', 'C0720474', 'C3215176', 'C1595343', 'C3227795', 'C1588663', 'C3239956', 'C3230887', 'C3241294', 'C1236240', 'C1603233', 'C0721358', 'C3239949', 'C0728789', 'C1603235', 'C1603234', 'C1588662', 'C1236242', 'C1241368', 'C1253462', 'C1588661', 'C1253808', 'C1236241', 'C0731206', 'C1595342', 'C1262732', 'C0719768', 'C1256408', 'C1236238', 'C0016299', 'C1595769', 'C1123653', 'C1246270', 'C1140040', 'C1244422', 'C1598639'}	['C05AA', 'D07AC']	['D', 'C']	['D07', 'C05']	['C05A', 'D07A']	0	0	0	0	0	0	0	0	0
Fluoride	1807	{'C0037508': {'9873'}, 'C0038143': {'10030'}, 'C0006695': {'1905'}, 'C0677517': {'196213'}, 'C0051514': {'2273602'}, 'C0303296': {'1544125'}, 'C0075613': {'2289224'}, 'C0065520': {'1435860'}, 'C0053346': {'2599581'}, 'C2607330': {'2600776'}, 'C3500063': {'1313762'}, 'C5673819': {'2603282'}, 'C4317422': {'1872046'}, 'C0001134': {'236'}, 'C1704016': {'630178'}, 'C0304965': {'1311495'}, 'C3848572': {'1546273'}, 'C0359569': {'107287'}, 'C3247871': {'1193238'}, 'C1743239': {'656837'}, 'C1247980': {'373909'}, 'C3256380': {'1311371'}, 'C1737823': {'656835'}, 'C1247982': {'373911'}, 'C0074740': {'1862869'}, 'C0142890': {'56501'}, 'C0720481': {'217165'}, 'C2720069': {'861718'}, 'C0700806': {'203371'}, 'C0065081': {'1038905'}, 'C0168635': {'60899'}, 'C0307234': {'93718'}, 'C0591526': {'151781'}, 'C0591528': {'151783'}, 'C0718149': {'214916'}, 'C0720478': {'217162'}, 'C0720483': {'217167'}, 'C0720484': {'217168'}, 'C0720485': {'217169'}, 'C0721224': {'217887'}, 'C0721378': {'218032'}, 'C0721463': {'218115'}, 'C0722240': {'218867'}, 'C0722297': {'218923'}, 'C0722620': {'219235'}, 'C0722792': {'219400'}, 'C0723689': {'220260'}, 'C0908264': {'1304248'}, 'C0939703': {'285069'}, 'C1170018': {'352392'}, 'C1170182': {'352554'}, 'C1170263': {'352634'}, 'C1170282': {'352653'}, 'C1170414': {'352784'}, 'C1170549': {'352917'}, 'C1177028': {'358882'}, 'C1177029': {'358883'}, 'C1330185': {'404980'}, 'C1589299': {'544439'}, 'C1612990': {'583106'}, 'C1635211': {'604432'}, 'C1698570': {'617614'}, 'C1702648': {'630336'}, 'C1703608': {'630201'}, 'C1724464': {'645456'}, 'C1724468': {'645474'}, 'C1740056': {'656844'}, 'C1742038': {'657614'}, 'C1829334': {'688394'}, 'C2345900': {'801195'}, 'C2608800': {'833540'}, 'C2683695': {'847437'}, 'C2683707': {'847458'}, 'C2700976': {'851040'}, 'C2710744': {'857203'}, 'C2719920': {'861243'}, 'C2725157': {'880918'}, 'C2731302': {'894943'}, 'C2741469': {'901277'}, 'C2916856': {'991004'}, 'C2916860': {'991010'}, 'C2927681': {'1006555'}, 'C2946024': {'1038751'}, 'C2948273': {'1043666'}, 'C2948667': {'1044552'}, 'C2962196': {'1085936'}, 'C2979395': {'1090795'}, 'C3153014': {'1098465'}, 'C3153031': {'1098484'}, 'C3247280': {'1191711'}, 'C3247869': {'1193236'}, 'C3268229': {'1248443'}, 'C3528880': {'1363553'}, 'C3535794': {'1368634'}, 'C3700966': {'1486567'}, 'C3700968': {'1486526'}, 'C3700982': {'1485588'}, 'C3709695': {'1488068'}, 'C3819077': {'1535356'}, 'C3883378': {'1600780'}, 'C4020403': {'1650691'}, 'C5673234': {'2602140'}, 'C5674167': {'2603766'}, 'C0720587': {'217269'}, 'C0722549': {'219164'}, 'C0722552': {'219167'}, 'C0723438': {'220019'}, 'C0723439': {'220020'}, 'C1564169': {'630234'}, 'C1614711': {'584374'}, 'C1702597': {'630262'}, 'C1702598': {'630266'}, 'C1702645': {'630292'}, 'C1703153': {'630258'}, 'C1703156': {'630274'}, 'C1703178': {'630245'}, 'C1703196': {'630304'}, 'C1703617': {'630270'}, 'C1703618': {'630280'}, 'C1703628': {'630300'}, 'C2608173': {'831720'}, 'C2608810': {'833556'}, 'C2702209': {'853392'}, 'C2702213': {'853397'}, 'C2719916': {'861239'}, 'C2940564': {'1037027'}, 'C2940568': {'1037031'}, 'C2961905': {'1053746'}, 'C2978360': {'1088749'}, 'C3247762': {'1192943'}, 'C3665196': {'1435506'}, 'C2608822': {'833721'}, 'C2683650': {'847336'}, 'C1238926': {'364975'}, 'C1239422': {'831840'}, 'C1239512': {'831837'}, 'C1615751': {'1189965'}, 'C1702628': {'630203'}, 'C1724466': {'645458'}, 'C1724470': {'645476'}, 'C1738089': {'656807'}, 'C1949300': {'721817'}, 'C1949301': {'721818'}, 'C1949302': {'721819'}, 'C2343142': {'795469'}, 'C2683709': {'847460'}, 'C2916858': {'991006'}, 'C2946026': {'1038753'}, 'C2946136': {'1038907'}, 'C2981119': {'1094558'}, 'C3153016': {'1098467'}, 'C3153033': {'1098486'}, 'C3194754': {'1117121'}, 'C3268231': {'1248445'}, 'C3485478': {'1304250'}, 'C3536192': {'1368636'}, 'C3701102': {'1486528'}, 'C3701118': {'1485590'}, 'C3709697': {'1488070'}, 'C3883537': {'1600782'}, 'C1702584': {'617623'}, 'C1702606': {'630192'}, 'C1703133': {'630189'}, 'C2702094': {'853247'}, 'C2731492': {'895463'}, 'C2927683': {'1006557'}, 'C3154571': {'1101868'}, 'C3154572': {'1101870'}, 'C3154573': {'1101872'}, 'C3154575': {'1101876'}, 'C3154576': {'1101878'}, 'C3154577': {'1101880'}, 'C3154578': {'1101882'}, 'C3154579': {'1101884'}, 'C3154602': {'1101937'}, 'C3154603': {'1101939'}, 'C3154604': {'1101941'}, 'C3247282': {'1191713'}, 'C5673240': {'2602146'}, 'C5674173': {'2603772'}, 'C1242494': {'368507'}, 'C1242587': {'368600'}, 'C1242607': {'368619'}, 'C1242608': {'368620'}, 'C1242760': {'368770'}, 'C1242761': {'368771'}, 'C1242796': {'368805'}, 'C1601388': {'539885'}}	{'C2946026', 'C0359569', 'C3154602', 'C2719920', 'C1949300', 'C0700806', 'C3700966', 'C2927681', 'C3154578', 'C3153031', 'C1242494', 'C1242608', 'C1177029', 'C0722240', 'C3154604', 'C1242587', 'C2981119', 'C2683650', 'C2683695', 'C1170282', 'C0908264', 'C0001134', 'C3709697', 'C0006695', 'C3528880', 'C1612990', 'C0721463', 'C2608822', 'C2916860', 'C2978360', 'C1740056', 'C1703628', 'C0074740', 'C2608173', 'C0722297', 'C3247280', 'C1698570', 'C2702209', 'C0720483', 'C5673234', 'C3536192', 'C2607330', 'C1742038', 'C3153014', 'C3268231', 'C1703153', 'C1601388', 'C0720481', 'C2916856', 'C2343142', 'C0075613', 'C2683709', 'C1702606', 'C3154573', 'C3848572', 'C1703196', 'C3500063', 'C1615751', 'C2940564', 'C3154603', 'C0718149', 'C3154579', 'C0053346', 'C2916858', 'C2725157', 'C1724468', 'C3700982', 'C1703133', 'C0142890', 'C1589299', 'C0722620', 'C0721378', 'C4317422', 'C0051514', 'C2948667', 'C1724470', 'C3485478', 'C2608810', 'C1738089', 'C1702584', 'C5673819', 'C2710744', 'C3154576', 'C1702628', 'C2962196', 'C1239422', 'C0720484', 'C3819077', 'C2979395', 'C1702597', 'C2741469', 'C3154572', 'C2946024', 'C2961905', 'C1635211', 'C3194754', 'C1242761', 'C0303296', 'C3154571', 'C3153033', 'C3535794', 'C3256380', 'C0939703', 'C0722552', 'C0723439', 'C0677517', 'C2702094', 'C0168635', 'C1242607', 'C0723438', 'C2608800', 'C3701102', 'C2683707', 'C1242760', 'C2719916', 'C1703618', 'C0038143', 'C1737823', 'C0591526', 'C1238926', 'C0722549', 'C3154577', 'C0591528', 'C5673240', 'C3883378', 'C3247871', 'C2720069', 'C2731302', 'C3153016', 'C1829334', 'C0722792', 'C0304965', 'C1703178', 'C2946136', 'C1724464', 'C0723689', 'C0720587', 'C1704016', 'C2700976', 'C1247982', 'C1170414', 'C0065520', 'C1724466', 'C2731492', 'C1703608', 'C0307234', 'C1170263', 'C0037508', 'C1702645', 'C1170182', 'C1170018', 'C4020403', 'C3154575', 'C0065081', 'C0720478', 'C3883537', 'C0720485', 'C1330185', 'C3247762', 'C3701118', 'C3700968', 'C2948273', 'C1614711', 'C1702598', 'C3709695', 'C1743239', 'C3268229', 'C3247282', 'C5674173', 'C1242796', 'C1949302', 'C2345900', 'C2927683', 'C3247869', 'C1247980', 'C2940568', 'C0721224', 'C1703156', 'C1239512', 'C3665196', 'C1170549', 'C2702213', 'C1703617', 'C1702648', 'C1177028', 'C5674167', 'C1564169', 'C1949301'}	['A01AA', 'A12CD', 'A11AA', 'A11JB', 'A01AA', 'A12CD']	['A']	['A01', 'A11', 'A12']	['A11A', 'A01A', 'A11J', 'A12C']	41	9	9	0	8	2	1	24	17
Fluorometholone	260	{'C0016351': {'4491'}, 'C0724587': {'221101'}, 'C0717777': {'1160828'}, 'C1246273': {'372225'}, 'C1248511': {'374430'}, 'C1589820': {'545242'}, 'C1239787': {'365823'}, 'C1123687': {'328716'}, 'C1123686': {'328715'}, 'C1126193': {'330515'}, 'C1589819': {'545241'}, 'C1239801': {'365837'}, 'C1603325': {'569117'}, 'C0306231': {'92743'}, 'C0720477': {'217161'}, 'C0730749': {'594822'}, 'C0306162': {'92675'}, 'C0720168': {'216866'}, 'C0720447': {'217134'}, 'C3223184': {'1169027'}, 'C3225264': {'1171182'}, 'C3227268': {'1173227'}, 'C3228669': {'1174652'}, 'C3228670': {'1174653'}, 'C1239789': {'365825'}, 'C2710611': {'856934'}, 'C1603317': {'569109'}, 'C2710610': {'856933'}}	{'C0717777', 'C0724587', 'C2710611', 'C1589819', 'C3223184', 'C1246273', 'C1123687', 'C3227268', 'C0016351', 'C1603325', 'C1239801', 'C2710610', 'C0720168', 'C1126193', 'C0720447', 'C1603317', 'C3228670', 'C1589820', 'C0730749', 'C0306231', 'C1239789', 'C1123686', 'C3228669', 'C3225264', 'C1248511', 'C0720477', 'C1239787', 'C0306162'}	['C05AA', 'D07AB', 'D07XB', 'D10AA', 'S01BA', 'S01CB', 'S01CA', 'C05AA', 'D07AB', 'D07XB', 'D10AA', 'S01BA', 'S01CB', 'S01CA']	['D', 'S', 'C']	['D07', 'S01', 'D10', 'C05']	['C05A', 'D10A', 'D07A', 'D07X', 'S01B', 'S01C']	0	0	0	0	0	0	0	0	0
Fluorouracil	93	{'C0016360': {'4492'}, 'C3215191': {'1160832'}, 'C3215190': {'1160831'}, 'C1251933': {'377700'}, 'C4085585': {'1791700'}, 'C3215188': {'1160829'}, 'C3215189': {'1160830'}, 'C1246278': {'372230'}, 'C0699372': {'224945'}, 'C0699374': {'202632'}, 'C0699375': {'202633'}, 'C0939777': {'285133'}, 'C4056538': {'1669869'}, 'C1246277': {'372229'}, 'C3225295': {'1171213'}, 'C3227704': {'1173675'}, 'C3227874': {'1173846'}, 'C4056703': {'1669872'}, 'C1246275': {'372227'}, 'C1236131': {'362219'}, 'C1236237': {'362325'}, 'C1236321': {'362409'}, 'C4056659': {'1669871'}, 'C4238594': {'1791702'}, 'C1246276': {'372228'}, 'C3224770': {'1170654'}, 'C0306239': {'92751'}, 'C1239409': {'365453'}}	{'C4056703', 'C4056538', 'C1236131', 'C3227704', 'C3215190', 'C0016360', 'C0699375', 'C3224770', 'C0699374', 'C3215191', 'C4238594', 'C1246278', 'C3215188', 'C3225295', 'C1236237', 'C0699372', 'C1246276', 'C0306239', 'C4085585', 'C3215189', 'C4056659', 'C1239409', 'C1251933', 'C1246275', 'C3227874', 'C1246277', 'C1236321', 'C0939777'}	['L01BC']	['L']	['L01']	['L01B']	16	16	15	1	14	1	0	0	2
Fluoxetine	11005	{'C0016365': {'4493'}, 'C0733380': {'227224'}, 'C3215195': {'1160837'}, 'C1246281': {'372233'}, 'C1246279': {'372231'}, 'C1271023': {'1160836'}, 'C1246280': {'372232'}, 'C1127545': {'331559'}, 'C2369530': {'826097'}, 'C3465858': {'1295194'}, 'C1331255': {'406022'}, 'C1331259': {'406026'}, 'C1125978': {'330341'}, 'C0986111': {'315951'}, 'C0986112': {'315952'}, 'C1131632': {'334800'}, 'C0307426': {'93904'}, 'C1592239': {'574512'}, 'C2369533': {'826100'}, 'C1598864': {'566436'}, 'C3215194': {'1160835'}, 'C1596224': {'563783'}, 'C0986113': {'315953'}, 'C1252954': {'378618'}, 'C0162373': {'58827'}, 'C1692877': {'639464'}, 'C1170573': {'352940'}, 'C1960278': {'729704'}, 'C2346272': {'799023'}, 'C1248739': {'374650'}, 'C1369243': {'439755'}, 'C3231072': {'1177144'}, 'C3232195': {'1178281'}, 'C3232275': {'1178363'}, 'C3236322': {'1182487'}, 'C3239758': {'1185994'}, 'C1242208': {'368226'}, 'C1243498': {'369487'}, 'C1737325': {'647554'}, 'C1735962': {'647324'}, 'C2344598': {'799025'}, 'C3231071': {'1177143'}, 'C3232194': {'1178280'}, 'C3232274': {'1178362'}, 'C3236321': {'1182486'}, 'C3239757': {'1185993'}, 'C1237904': {'363958'}, 'C1601279': {'539701'}, 'C3467677': {'1297094'}, 'C1736233': {'647323'}, 'C2344597': {'799024'}, 'C1593463': {'575748'}, 'C1737319': {'647441'}, 'C2344628': {'799058'}, 'C1597398': {'564960'}, 'C3236320': {'1182485'}, 'C1596225': {'563784'}, 'C1687160': {'598031'}}	{'C2344597', 'C0016365', 'C0986111', 'C1737319', 'C3215195', 'C2346272', 'C2369530', 'C1331255', 'C1170573', 'C1246281', 'C3232195', 'C3239758', 'C1736233', 'C1735962', 'C3232274', 'C1246280', 'C1960278', 'C1737325', 'C3232194', 'C3239757', 'C1242208', 'C1252954', 'C1687160', 'C1593463', 'C1131632', 'C1692877', 'C3236320', 'C1596224', 'C0162373', 'C2344628', 'C1271023', 'C0986113', 'C1243498', 'C1601279', 'C1331259', 'C1127545', 'C1369243', 'C1248739', 'C3465858', 'C3236322', 'C1246279', 'C3215194', 'C1125978', 'C0986112', 'C1598864', 'C3232275', 'C0733380', 'C3467677', 'C1596225', 'C1592239', 'C2344598', 'C1597398', 'C1237904', 'C2369533', 'C0307426', 'C3231071', 'C3231072', 'C3236321'}	['N06AB']	['N']	['N06']	['N06A']	54	46	35	30	32	14	0	13	5
Fluphenazine	9	{'C0016368': {'4496'}, 'C0700567': {'203207'}, 'C0060580': {'25190'}, 'C0066682': {'30129'}, 'C3215786': {'1161444'}, 'C1271002': {'1161443'}, 'C3215784': {'1161441'}, 'C1246285': {'372237'}, 'C1246287': {'372239'}, 'C1246288': {'372240'}, 'C3215785': {'1161442'}, 'C0033390': {'8741'}, 'C0591817': {'152067'}, 'C0722557': {'219172'}, 'C1263073': {'385685'}, 'C0307399': {'93877'}, 'C1243480': {'369469'}, 'C1249966': {'375825'}, 'C1249967': {'375826'}, 'C3232107': {'1178191'}, 'C3235119': {'1181280'}, 'C3235456': {'1181617'}, 'C3232106': {'1178190'}, 'C3235118': {'1181279'}, 'C3235455': {'1181616'}, 'C1962201': {'727547'}, 'C3224429': {'1170310'}, 'C3235116': {'1181277'}, 'C3235454': {'1181615'}, 'C1236643': {'362724'}, 'C1263074': {'385686'}, 'C1238848': {'364897'}, 'C1238849': {'364898'}, 'C1243481': {'369470'}, 'C1263064': {'385676'}, 'C3232105': {'1178189'}, 'C3235117': {'1181278'}}	{'C1263074', 'C0016368', 'C3235454', 'C3235119', 'C0307399', 'C3235117', 'C3235118', 'C3215785', 'C1243481', 'C1243480', 'C0033390', 'C0591817', 'C3235456', 'C3215784', 'C1249966', 'C3224429', 'C3232105', 'C3235116', 'C1246288', 'C1263064', 'C0700567', 'C1236643', 'C1246285', 'C3215786', 'C3235455', 'C0066682', 'C1246287', 'C1263073', 'C1238848', 'C1249967', 'C3232107', 'C0060580', 'C1962201', 'C3232106', 'C1271002', 'C0722557', 'C1238849'}	['N05AB', 'N05AB']	['N']	['N05']	['N05A']	0	0	0	0	0	0	0	0	0
Flurandrenolide	114	{'C0016374': {'4500'}, 'C3215791': {'1161449'}, 'C2344103': {'797693'}, 'C1246290': {'372242'}, 'C1252487': {'378234'}, 'C1252955': {'378619'}, 'C2740296': {'898417'}, 'C2344105': {'797696'}, 'C1239678': {'365719'}, 'C1241308': {'367337'}, 'C4550572': {'1998474'}, 'C4476340': {'1923324'}, 'C1131645': {'334813'}, 'C1176735': {'358607'}, 'C1154254': {'346224'}, 'C2344102': {'797692'}, 'C1123143': {'328261'}, 'C1126095': {'330434'}, 'C1154255': {'346225'}, 'C3215790': {'1161448'}, 'C4476339': {'1923323'}, 'C2740295': {'898416'}, 'C2344104': {'797695'}, 'C1588889': {'543824'}, 'C1598935': {'566507'}, 'C0719506': {'216218'}, 'C0731433': {'226247'}, 'C0719507': {'216219'}, 'C1262752': {'385392'}, 'C1262756': {'385396'}, 'C4476338': {'1923322'}, 'C3223654': {'1169516'}, 'C3223655': {'1169517'}, 'C3230041': {'1176089'}, 'C3230042': {'1176090'}, 'C3230043': {'1176091'}, 'C4476341': {'1923325'}, 'C1262734': {'385374'}, 'C1262754': {'385394'}, 'C1262758': {'385398'}, 'C1588887': {'543822'}, 'C1262733': {'385373'}, 'C1262753': {'385393'}, 'C1262757': {'385397'}, 'C1595771': {'563326'}, 'C1596910': {'564470'}, 'C1595770': {'563325'}, 'C1588886': {'543821'}, 'C1595772': {'563327'}, 'C1595773': {'563328'}, 'C1598934': {'566506'}, 'C3223653': {'1169515'}}	{'C0731433', 'C4476339', 'C1595772', 'C4476338', 'C0016374', 'C3223654', 'C3230043', 'C3230042', 'C4476341', 'C1262754', 'C1262734', 'C1588887', 'C1154255', 'C2740296', 'C1176735', 'C0719506', 'C3223653', 'C1596910', 'C1588889', 'C1252487', 'C1239678', 'C1262757', 'C1262752', 'C1588886', 'C1598935', 'C1262756', 'C2344104', 'C3215791', 'C1595771', 'C4550572', 'C1131645', 'C1595773', 'C1154254', 'C1241308', 'C4476340', 'C1126095', 'C1252955', 'C1262753', 'C2344105', 'C1246290', 'C1262733', 'C3223655', 'C1262758', 'C3230041', 'C3215790', 'C1598934', 'C2344103', 'C1123143', 'C0719507', 'C2344102', 'C2740295', 'C1595770'}	['D07AC']	['D']	['D07']	['D07A']	0	0	0	0	0	0	0	0	0
Flurbiprofen	25	{'C0016377': {'4502'}, 'C0304658': {'91351'}, 'C3215794': {'1161454'}, 'C0717781': {'1161452'}, 'C1246297': {'372249'}, 'C1445609': {'1161453'}, 'C3215795': {'1161455'}, 'C1246295': {'372247'}, 'C1246294': {'372246'}, 'C3465743': {'1295079'}, 'C0986130': {'315959'}, 'C1306431': {'393449'}, 'C0986129': {'315958'}, 'C1128064': {'331958'}, 'C1306430': {'393448'}, 'C1243474': {'369463'}, 'C1598946': {'566518'}, 'C1237617': {'363680'}, 'C1246293': {'372245'}, 'C0307101': {'93588'}, 'C0591540': {'151795'}, 'C0700848': {'203411'}, 'C3227366': {'1173325'}, 'C3230766': {'1176830'}, 'C3234413': {'1180561'}, 'C1243581': {'369570'}, 'C3227365': {'1173324'}, 'C3230765': {'1176829'}, 'C3227978': {'1173952'}, 'C1241486': {'367514'}, 'C1596631': {'564190'}, 'C1598945': {'566517'}, 'C1596632': {'564191'}, 'C1659414': {'564192'}, 'C1646288': {'367038'}}	{'C1128064', 'C1306430', 'C0986129', 'C1598946', 'C0717781', 'C3227978', 'C0304658', 'C1237617', 'C3227366', 'C0307101', 'C0591540', 'C1246294', 'C0016377', 'C3215794', 'C1241486', 'C3465743', 'C1659414', 'C3215795', 'C0700848', 'C1306431', 'C1246297', 'C1246293', 'C1445609', 'C1243474', 'C1596631', 'C3230766', 'C3230765', 'C1646288', 'C3227365', 'C1596632', 'C0986130', 'C1243581', 'C1598945', 'C1246295', 'C3234413'}	['M01AE', 'M02AA', 'R02AX', 'S01BC', 'M01AE', 'M02AA', 'R02AX', 'S01BC']	['S', 'R', 'M']	['M01', 'R02', 'M02', 'S01']	['M01A', 'S01B', 'M02A', 'R02A']	7	7	6	3	3	3	0	0	0
Flutamide	1	{'C0016384': {'4508'}, 'C3215799': {'1161459'}, 'C1246299': {'372251'}, 'C3215798': {'1161458'}, 'C0986132': {'315960'}, 'C1246300': {'372252'}, 'C1128743': {'332500'}, 'C1240745': {'366776'}, 'C1598966': {'566538'}, 'C0591412': {'151668'}, 'C0595574': {'153806'}, 'C3692587': {'1442275'}, 'C3222897': {'1168733'}, 'C3225191': {'1171109'}, 'C3222896': {'1168732'}, 'C3225237': {'1171155'}, 'C1263524': {'386128'}, 'C1597832': {'565396'}}	{'C3215799', 'C0986132', 'C1128743', 'C3692587', 'C1240745', 'C1246300', 'C1263524', 'C3225191', 'C3215798', 'C1598966', 'C0595574', 'C0016384', 'C1597832', 'C3222896', 'C0591412', 'C3225237', 'C1246299', 'C3222897'}	['L02BB']	['L']	['L02']	['L02B']	7	1	1	0	1	0	0	7	1
Fluticasone	17815	{'C0082607': {'41126'}, 'C0117996': {'50121'}, 'C1948374': {'705022'}, 'C0360577': {'1165656'}, 'C0360579': {'1165657'}, 'C3219903': {'1165655'}, 'C1618240': {'577392'}, 'C1246302': {'372254'}, 'C1252956': {'378620'}, 'C4764972': {'2121408'}, 'C1241297': {'367327'}, 'C1236171': {'362259'}, 'C1620478': {'584217'}, 'C1967989': {'746765'}, 'C1967850': {'746403'}, 'C3855282': {'1547652'}, 'C4519826': {'1941534'}, 'C4257295': {'1797889'}, 'C1967855': {'746412'}, 'C1968001': {'746805'}, 'C0286677': {'83373'}, 'C0378626': {'115045'}, 'C0720466': {'217152'}, 'C1948377': {'705025'}, 'C3855281': {'1547650'}, 'C4237585': {'1742498'}, 'C4257002': {'1795958'}, 'C4257004': {'1795586'}, 'C4306809': {'1869707'}, 'C4317652': {'1872962'}, 'C4519824': {'1941532'}, 'C4529471': {'1946584'}, 'C4542143': {'1996207'}, 'C4764970': {'2121406'}, 'C2340933': {'393446'}, 'C4271717': {'1801255'}, 'C4271722': {'1801250'}, 'C4271723': {'1801249'}, 'C4271724': {'1801248'}, 'C4271726': {'1801246'}, 'C4307079': {'1869711'}, 'C4317656': {'1872966'}, 'C4529475': {'1946588'}, 'C4542147': {'1996211'}, 'C3227754': {'1173726'}, 'C4764973': {'2121409'}, 'C3223915': {'1169779'}, 'C3223929': {'1169793'}, 'C3241617': {'1187883'}, 'C3855283': {'1547653'}, 'C4237587': {'1742501'}, 'C4257213': {'1795961'}, 'C4257215': {'1795589'}, 'C4307080': {'1869710'}, 'C4317655': {'1872965'}, 'C4519827': {'1941535'}, 'C4529474': {'1946587'}, 'C4542146': {'1996210'}, 'C4257079': {'1797934'}, 'C4257080': {'1797932'}, 'C4257083': {'1797918'}, 'C4257087': {'1797908'}, 'C4257091': {'1797891'}, 'C4307018': {'1869709'}, 'C4317654': {'1872964'}, 'C4529473': {'1946586'}, 'C4542145': {'1996209'}}	{'C3241617', 'C1968001', 'C4257087', 'C4257083', 'C1241297', 'C4257080', 'C4257295', 'C4764970', 'C3855281', 'C4317655', 'C4529474', 'C3219903', 'C0286677', 'C4257079', 'C4257213', 'C3227754', 'C4307018', 'C3223929', 'C4257091', 'C0082607', 'C4271724', 'C0117996', 'C4529475', 'C4542147', 'C4271726', 'C4764972', 'C4257002', 'C4257004', 'C4542145', 'C4542146', 'C4307079', 'C4271723', 'C4271722', 'C4764973', 'C4257215', 'C4519824', 'C1252956', 'C1948374', 'C4519826', 'C2340933', 'C4271717', 'C4237587', 'C4317652', 'C1948377', 'C0720466', 'C1618240', 'C1620478', 'C4317656', 'C4519827', 'C1967855', 'C1967850', 'C0360579', 'C4529471', 'C3855283', 'C4317654', 'C4529473', 'C3855282', 'C1246302', 'C4306809', 'C1967989', 'C0378626', 'C4237585', 'C4307080', 'C1236171', 'C4542143', 'C3223915', 'C0360577'}	['R03AK', 'D07AC', 'R01AD', 'R03BA', 'D07AC', 'R01AD', 'R03BA', 'R03AK', 'R03AL']	['D', 'R']	['R01', 'R03', 'D07']	['R03B', 'R03A', 'R01A', 'D07A']	3	3	3	0	3	2	0	0	0
Fluvastatin	0	{'C0082608': {'41127'}, 'C0246203': {'72875'}, 'C3219907': {'1165661'}, 'C1246303': {'372255'}, 'C3219906': {'1165660'}, 'C1123148': {'328265'}, 'C1123150': {'328267'}, 'C1126556': {'330788'}, 'C1595898': {'563453'}, 'C1240744': {'366775'}, 'C1829231': {'687046'}, 'C1249173': {'375074'}, 'C1829232': {'687047'}, 'C0591720': {'151972'}, 'C3220295': {'1166062'}, 'C3220294': {'1166061'}, 'C1595897': {'563452'}}	{'C1595898', 'C1123150', 'C0246203', 'C1249173', 'C1240744', 'C1123148', 'C3220294', 'C1595897', 'C0082608', 'C1829232', 'C3219906', 'C3220295', 'C3219907', 'C1126556', 'C1246303', 'C1829231', 'C0591720'}	['C10AA']	['C']	['C10']	['C10A']	0	0	0	0	0	0	0	0	0
Fluvoxamine	200	{'C0085228': {'42355'}, 'C0700473': {'203143'}, 'C3215801': {'1161461'}, 'C3215800': {'1161460'}, 'C1246304': {'372256'}, 'C2341671': {'790408'}, 'C0086307': {'42687'}, 'C1263094': {'385706'}, 'C3235902': {'1182067'}, 'C3235901': {'1182066'}, 'C1242420': {'368436'}, 'C2341807': {'790880'}}	{'C0086307', 'C2341807', 'C1246304', 'C3235901', 'C2341671', 'C0700473', 'C3215801', 'C3235902', 'C3215800', 'C1242420', 'C1263094', 'C0085228'}	['N06AB']	['N']	['N06']	['N06A']	13	13	12	9	12	1	0	1	0
