GENNME_manual	postpartum	parsed_dict	CUIs	ATCs	level1	level2	level3	count_all	count_pkpect	count_pect	count_pk	count_pe	count_ct	count_vc	count_fbnstp	count_biomarker
Viloxazine	0	{'C0042665': {'11196'}, 'C0543469': {'142143'}, 'C3214886': {'1160524'}, 'C3214885': {'1160523'}, 'C5449080': {'2536755'}, 'C5449074': {'2536749'}, 'C1384135': {'452539'}, 'C5449076': {'2536751'}, 'C5449043': {'2536550'}, 'C5449082': {'2536757'}, 'C5449040': {'2536547'}, 'C5449044': {'2536551'}, 'C0242532': {'71536'}, 'C5449042': {'2536549'}, 'C1248370': {'374292'}, 'C1384137': {'452541'}, 'C3241141': {'1187399'}, 'C5449046': {'2536553'}, 'C3241140': {'1187398'}, 'C5449045': {'2536552'}}	{'C3214885', 'C1384135', 'C3241141', 'C5449044', 'C5449082', 'C3241140', 'C5449046', 'C5449042', 'C5449080', 'C3214886', 'C0242532', 'C5449074', 'C0543469', 'C0042665', 'C5449043', 'C5449040', 'C5449076', 'C5449045', 'C1384137', 'C1248370'}	['N06AX']	['N']	['N06']	['N06A']	0	0	0	0	0	0	0	0	0
Viltolarsen	0	{'C5139804': {'2389840'}, 'C5399556': {'2389843'}, 'C5399566': {'2389842'}, 'C5399466': {'2389847'}, 'C5399536': {'2389841'}, 'C5399408': {'2389846'}, 'C5399352': {'2389845'}, 'C5399485': {'2389848'}}	{'C5399408', 'C5399352', 'C5399556', 'C5139804', 'C5399466', 'C5399485', 'C5399536', 'C5399566'}	['M09AX']	['M']	['M09']	['M09A']	0	0	0	0	0	0	0	0	0
Vincristine	0	{'C0042679': {'11202'}, 'C0042680': {'11203'}, 'C1519991': {'1304991'}, 'C4301180': {'1863342'}, 'C0935690': {'1304990'}, 'C3214893': {'1160531'}, 'C4301182': {'1863346'}, 'C5242297': {'2284505'}, 'C0733847': {'227575'}, 'C1883536': {'1304996'}, 'C1251245': {'377037'}, 'C2342490': {'792848'}, 'C3240364': {'1186612'}, 'C3486041': {'1304999'}}	{'C2342490', 'C3486041', 'C0935690', 'C5242297', 'C1883536', 'C0733847', 'C0042679', 'C1251245', 'C4301182', 'C4301180', 'C3214893', 'C1519991', 'C3240364', 'C0042680'}	['L01CA']	['L']	['L01']	['L01C']	29	18	18	1	18	0	3	4	8
Vismodegib	0	{'C2987716': {'1242987'}, 'C3265869': {'1242990'}, 'C3265870': {'1242991'}, 'C3265868': {'1242989'}, 'C3265867': {'1242988'}, 'C3265874': {'1242995'}, 'C3265873': {'1242994'}, 'C3265872': {'1242993'}, 'C3265876': {'1242997'}, 'C3265875': {'1242996'}}	{'C3265867', 'C3265873', 'C3265868', 'C3265875', 'C2987716', 'C3265869', 'C3265874', 'C3265876', 'C3265872', 'C3265870'}	['L01XJ']	['L']	['L01']	['L01X']	0	0	0	0	0	0	0	0	0
Vitamin B1	30	{'C0039840': {'10454'}, 'C0770309': {'235355'}, 'C0039844': {'10456'}, 'C0053116': {'18891'}, 'C0075501': {'37317'}, 'C0076404': {'38041'}, 'C0039848': {'10459'}, 'C0591160': {'151420'}}	{'C0770309', 'C0039848', 'C0591160', 'C0053116', 'C0039840', 'C0076404', 'C0075501', 'C0039844'}	['A11DA', 'A11AB', 'B03AE', 'A11EX', 'A11JA', 'A11EA']	['B', 'A']	['A11', 'B03']	['A11A', 'A11D', 'B03A', 'A11J', 'A11E']	155	50	42	19	29	23	0	127	63
Vitamin B12	41034	{'C0042845': {'11248'}, 'C3215509': {'1161159'}, 'C1253058': {'378708'}, 'C1245691': {'371650'}, 'C0717664': {'1161155'}, 'C1163481': {'348170'}, 'C1129909': {'333441'}, 'C3465687': {'1295023'}, 'C3215503': {'1161153'}, 'C3215502': {'1161152'}, 'C2609758': {'835518'}, 'C1245687': {'371646'}, 'C1249457': {'375346'}, 'C3466024': {'1295360'}, 'C1133569': {'336338'}, 'C1245689': {'371648'}, 'C1245693': {'371652'}, 'C1127865': {'331809'}, 'C3466208': {'1295545'}, 'C1245690': {'371649'}, 'C1250855': {'376662'}, 'C3215508': {'1161158'}, 'C0985227': {'315739'}, 'C1165395': {'349771'}, 'C1165438': {'349803'}, 'C1165457': {'349822'}, 'C2342961': {'794975'}, 'C1127621': {'331606'}, 'C2962944': {'1087403'}, 'C2340777': {'350184'}, 'C0985208': {'315729'}, 'C0985224': {'315737'}, 'C0985222': {'315735'}, 'C2586724': {'830161'}, 'C1178648': {'360442'}, 'C0985221': {'315734'}, 'C1128634': {'332418'}, 'C1130955': {'334291'}, 'C1133287': {'336152'}, 'C1133711': {'336457'}, 'C0993318': {'317627'}, 'C0985194': {'315725'}, 'C0985225': {'315738'}, 'C0065844': {'29421'}, 'C0020316': {'5514'}, 'C0056039': {'21373'}, 'C0718766': {'215510'}, 'C0719395': {'216111'}, 'C0719575': {'216285'}, 'C0719576': {'216286'}, 'C0719577': {'216287'}, 'C0719585': {'216295'}, 'C0719598': {'216308'}, 'C0721276': {'217938'}, 'C0722069': {'218706'}, 'C0723572': {'220146'}, 'C0724256': {'220802'}, 'C0876747': {'262128'}, 'C1170551': {'352918'}, 'C1170724': {'353087'}, 'C1170726': {'353089'}, 'C1962186': {'727510'}, 'C1964367': {'728479'}, 'C5578682': {'2598449'}, 'C1245688': {'371647'}, 'C1245692': {'371651'}, 'C3220336': {'1166103'}, 'C3464114': {'1291287'}, 'C1630727': {'603782'}, 'C1242430': {'368446'}, 'C3226323': {'1172262'}, 'C3233677': {'1179810'}, 'C4257291': {'1797922'}, 'C1962184': {'727508'}, 'C3227117': {'1173072'}, 'C3227118': {'1173073'}, 'C3227121': {'1173076'}, 'C3227757': {'1173729'}, 'C3228447': {'1174430'}, 'C3228473': {'1174456'}, 'C3228961': {'1174947'}, 'C3232156': {'1178240'}, 'C3236118': {'1182283'}, 'C3236930': {'1183099'}, 'C3239848': {'1186086'}, 'C3240926': {'1187184'}, 'C3240947': {'1187205'}, 'C3241831': {'1188100'}, 'C5578684': {'2598451'}, 'C3226322': {'1172261'}, 'C3233676': {'1179809'}, 'C1237197': {'363266'}, 'C1237198': {'363267'}, 'C1237199': {'363268'}, 'C1237200': {'363269'}, 'C1237201': {'363270'}, 'C1237202': {'363271'}, 'C1237203': {'363272'}, 'C1237204': {'363273'}, 'C1237205': {'363274'}, 'C1237206': {'363275'}, 'C1237470': {'363536'}, 'C1237471': {'363537'}, 'C1237488': {'363553'}, 'C5578685': {'2598452'}, 'C1241122': {'367153'}, 'C3220335': {'1166102'}, 'C1606488': {'572290'}}	{'C0719575', 'C5578685', 'C3226322', 'C0985224', 'C1962186', 'C1245690', 'C0065844', 'C1133711', 'C0719576', 'C1245688', 'C1964367', 'C1133287', 'C3227118', 'C1133569', 'C1606488', 'C0718766', 'C3236930', 'C4257291', 'C1249457', 'C1165395', 'C3241831', 'C1253058', 'C1165438', 'C1245689', 'C5578684', 'C0985222', 'C3227757', 'C1127621', 'C0717664', 'C3215508', 'C0985227', 'C0719395', 'C1237201', 'C1170551', 'C0723572', 'C0985194', 'C1170724', 'C0985221', 'C3228961', 'C1245691', 'C3227117', 'C0042845', 'C1165457', 'C0056039', 'C0020316', 'C3240947', 'C1250855', 'C0876747', 'C1630727', 'C1237471', 'C3236118', 'C3228447', 'C1237206', 'C3215509', 'C1237488', 'C3220335', 'C3240926', 'C0721276', 'C0993318', 'C3465687', 'C3464114', 'C3226323', 'C1237204', 'C1245693', 'C3466208', 'C1245687', 'C2962944', 'C3466024', 'C2342961', 'C1245692', 'C3215502', 'C1237203', 'C1237205', 'C1237200', 'C0724256', 'C1170726', 'C0719598', 'C1129909', 'C1130955', 'C3233676', 'C1128634', 'C2340777', 'C1178648', 'C5578682', 'C1962184', 'C1237199', 'C2609758', 'C1127865', 'C3215503', 'C3220336', 'C3232156', 'C0722069', 'C1237470', 'C3227121', 'C0719585', 'C1242430', 'C0985225', 'C2586724', 'C0719577', 'C1237198', 'C3228473', 'C1237197', 'C3233677', 'C1237202', 'C1163481', 'C0985208', 'C1241122', 'C3239848'}	['B03BA', 'V03AB', 'B03BA', 'B03AE', 'A11JB', 'A11EX', 'A11AB', 'A11EC', 'A11AA', 'A11EA', 'A11JA']	['B', 'A', 'V']	['A11', 'B03', 'V03']	['A11A', 'B03B', 'V03A', 'B03A', 'A11J', 'A11E']	401	170	137	71	93	64	3	337	279
Vitamin B3	2399	{'C0027996': {'7393'}, 'C0028027': {'7405'}, 'C0699469': {'202711'}, 'C0699471': {'202713'}, 'C0354652': {'104486'}, 'C1703327': {'1425406'}, 'C2717539': {'2376944'}, 'C0532699': {'137732'}, 'C0068724': {'31767'}, 'C0718767': {'215511'}, 'C0718783': {'215526'}, 'C0722092': {'218728'}, 'C0722093': {'218729'}, 'C0722096': {'218731'}, 'C0722098': {'218733'}, 'C0723371': {'219957'}, 'C0772043': {'236738'}, 'C0772153': {'236834'}, 'C1161310': {'346366'}, 'C2978380': {'1088776'}, 'C4555960': {'2001475'}, 'C0699714': {'202899'}, 'C0068673': {'31722'}, 'C2934611': {'1735163'}, 'C4508722': {'2584304'}, 'C0991853': {'317251'}, 'C1636719': {'605691'}, 'C0068700': {'31748'}}	{'C0068700', 'C1703327', 'C2934611', 'C4508722', 'C0699471', 'C0718767', 'C0722096', 'C0722093', 'C2978380', 'C0699469', 'C0772043', 'C1161310', 'C0028027', 'C0722092', 'C0699714', 'C2717539', 'C0354652', 'C0991853', 'C0723371', 'C0772153', 'C1636719', 'C4555960', 'C0068724', 'C0722098', 'C0068673', 'C0027996', 'C0532699', 'C0718783'}	['C10BA', 'C04AC', 'C10AD', 'B03AE', 'A11EX', 'A11HA', 'A11AA', 'A11EA', 'A11JA', 'A11AB']	['B', 'A', 'C']	['C04', 'A11', 'B03', 'C10']	['A11A', 'C10A', 'B03A', 'A11J', 'C10B', 'C04A', 'A11H', 'A11E']	85	22	18	6	13	9	0	74	26
Vitamin B6	2437	{'C0087162': {'42954'}, 'C0034272': {'684879'}, 'C3215519': {'1161169'}, 'C3465845': {'1295181'}, 'C1130316': {'333749'}, 'C1140390': {'340109'}, 'C2340783': {'350469'}, 'C3215518': {'1161168'}, 'C1702676': {'618949'}, 'C1128364': {'332189'}, 'C1131992': {'335057'}, 'C1140012': {'339980'}, 'C1714447': {'639565'}, 'C1123926': {'340022'}, 'C1249459': {'375348'}, 'C1249463': {'375352'}, 'C0989477': {'339976'}, 'C1256392': {'380938'}, 'C1176533': {'358412'}, 'C2240953': {'758143'}, 'C1133536': {'332151'}, 'C1140003': {'339977'}, 'C3254778': {'1235384'}, 'C2341460': {'746576'}, 'C3668736': {'1441338'}, 'C2345881': {'801175'}, 'C1698415': {'618948'}, 'C3215517': {'1161167'}, 'C2724548': {'876855'}, 'C0772119': {'236803'}, 'C0876216': {'261700'}, 'C3267761': {'1247259'}, 'C0034263': {'9002'}, 'C0700496': {'203164'}, 'C0591911': {'152158'}, 'C1249460': {'375349'}, 'C1249461': {'375350'}, 'C1260319': {'384472'}, 'C1321769': {'402449'}, 'C3240965': {'1187223'}, 'C3466488': {'1295832'}, 'C3240964': {'1187222'}, 'C3267762': {'1247262'}, 'C1242476': {'368490'}, 'C1591963': {'574236'}, 'C3267945': {'1247567'}, 'C3267946': {'1247568'}}	{'C2240953', 'C1130316', 'C3254778', 'C0034272', 'C1249459', 'C2341460', 'C3215519', 'C1133536', 'C2345881', 'C1591963', 'C1249463', 'C1128364', 'C0876216', 'C1714447', 'C1256392', 'C0034263', 'C1176533', 'C3465845', 'C2340783', 'C1242476', 'C2724548', 'C1321769', 'C1140012', 'C3267945', 'C3267946', 'C3466488', 'C1123926', 'C3668736', 'C1249460', 'C0087162', 'C0591911', 'C1140390', 'C0989477', 'C3267762', 'C1140003', 'C1702676', 'C1260319', 'C3240964', 'C1249461', 'C0700496', 'C3267761', 'C3215517', 'C3215518', 'C0772119', 'C1698415', 'C1131992', 'C3240965'}	['A11HA', 'A11JB', 'B03AE', 'A11EX', 'A11AA', 'B03BA', 'A11JA', 'A11AB', 'A11EA', 'R06AA']	['B', 'A', 'R']	['A11', 'B03', 'R06']	['A11A', 'B03B', 'R06A', 'B03A', 'A11J', 'A11H', 'A11E']	166	93	84	40	67	43	0	113	70
Vitamin C	46959	{'C0003968': {'1151'}, 'C0723533': {'220110'}, 'C0016410': {'4511'}, 'C0887557': {'267366'}, 'C0721914': {'218556'}, 'C0049690': {'1088438'}, 'C0015888': {'4356'}, 'C0024469': {'1311396'}, 'C0052476': {'1370459'}, 'C0063919': {'1356145'}, 'C0546173': {'142407'}, 'C3282688': {'1427199'}, 'C3886164': {'1373720'}, 'C0699147': {'202437'}, 'C0718360': {'215116'}, 'C0718674': {'215423'}, 'C0719054': {'215790'}, 'C0719058': {'215794'}, 'C0719194': {'215923'}, 'C0719202': {'215931'}, 'C0719203': {'215932'}, 'C0719241': {'215969'}, 'C0723417': {'220000'}, 'C1165269': {'349660'}, 'C1601299': {'539748'}, 'C1602015': {'540868'}, 'C3205048': {'1150074'}, 'C4688975': {'2002735'}, 'C0591911': {'152158'}, 'C0178638': {'62356'}, 'C0699376': {'202634'}, 'C5446780': {'2586857'}, 'C0304894': {'1300473'}, 'C0591721': {'151973'}, 'C0591990': {'152237'}, 'C0720360': {'217051'}, 'C0731042': {'225860'}, 'C0732694': {'226933'}, 'C1602755': {'542060'}, 'C2916924': {'991201'}, 'C2926867': {'1088765'}}	{'C0015888', 'C0719058', 'C0718360', 'C0720360', 'C0723417', 'C0719194', 'C0723533', 'C0719241', 'C1165269', 'C0304894', 'C0003968', 'C3282688', 'C0718674', 'C1601299', 'C2916924', 'C0024469', 'C0731042', 'C0699147', 'C3205048', 'C0049690', 'C3886164', 'C0887557', 'C0719203', 'C0546173', 'C0591911', 'C0721914', 'C0719054', 'C4688975', 'C0063919', 'C0699376', 'C0591990', 'C0732694', 'C0591721', 'C0719202', 'C5446780', 'C0052476', 'C0178638', 'C1602015', 'C1602755', 'C2926867', 'C0016410'}	['B03AD', 'B03BB', 'V04CX', 'B03AE', 'B03BA', 'A11JB', 'A11EX', 'A11HA', 'A11AA', 'A11AB', 'A11GA', 'G01AD', 'S01XA', 'B03AE', 'A11EX', 'A11JB', 'A11AB', 'A11HA', 'A11AA', 'A11CB', 'A11JA', 'A06AD']	['B', 'A', 'G', 'V', 'S']	['A11', 'G01', 'B03', 'S01', 'A06', 'V04']	['A11A', 'B03B', 'B03A', 'A11J', 'A06A', 'A11C', 'S01X', 'A11H', 'V04C', 'A11G', 'A11E', 'G01A']	1005	484	424	141	291	215	5	807	401
Vitamin D	155	{'C0042866': {'11253'}, 'C0014695': {'4018'}, 'C0724348': {'220892'}, 'C1166176': {'350465'}, 'C0008318': {'2418'}, 'C0012319': {'3429'}, 'C0006657': {'1889'}, 'C0006674': {'1894'}, 'C0305997': {'92515'}, 'C1601209': {'539534'}, 'C2343152': {'795480'}, 'C0719730': {'216438'}, 'C2724528': {'876668'}, 'C2756293': {'967916'}, 'C2978255': {'1088535'}, 'C3153300': {'1098884'}, 'C3163512': {'1116508'}, 'C3484954': {'1303911'}, 'C3537745': {'1435912'}, 'C4224855': {'1788853'}}	{'C2343152', 'C0042866', 'C0724348', 'C0008318', 'C0014695', 'C1601209', 'C2756293', 'C3153300', 'C0006674', 'C1166176', 'C3537745', 'C2724528', 'C4224855', 'C0012319', 'C0006657', 'C0305997', 'C0719730', 'C3484954', 'C2978255', 'C3163512'}	['A11CC', 'D05AX', 'A11CC', 'A12AX', 'A11AB', 'A11CB', 'A11CC', 'H05BX', 'A11CC', 'A11JA', 'A11JB', 'A11CB', 'A11AB', 'A11HA', 'A12AX', 'B03AE', 'B03BA', 'B03BB']	['B', 'A', 'D', 'H']	['A11', 'H05', 'B03', 'D05', 'A12']	['A11A', 'B03B', 'B03A', 'A11J', 'A12A', 'A11H', 'A11C', 'H05B', 'D05A']	1376	631	492	346	366	246	3	1263	732
Voriconazole	15	{'C0393080': {'121243'}, 'C4060390': {'1727280'}, 'C3218866': {'1164593'}, 'C1253038': {'378691'}, 'C3218865': {'1164592'}, 'C3218863': {'1164590'}, 'C1509968': {'477141'}, 'C4060179': {'1727282'}, 'C1166401': {'350637'}, 'C1166407': {'350643'}, 'C1590643': {'546623'}, 'C1593641': {'575939'}, 'C3218864': {'1164591'}, 'C1509967': {'477139'}, 'C1242566': {'368579'}, 'C1593642': {'575940'}, 'C1590642': {'546622'}, 'C1136812': {'338272'}, 'C3241819': {'1188087'}, 'C3241818': {'1188086'}, 'C3241816': {'1188084'}, 'C3241817': {'1188085'}}	{'C1509968', 'C4060179', 'C1242566', 'C1590642', 'C3218864', 'C3241817', 'C3218865', 'C1166401', 'C1253038', 'C4060390', 'C1593641', 'C1136812', 'C3218863', 'C0393080', 'C3241819', 'C1590643', 'C1593642', 'C3241816', 'C1166407', 'C3241818', 'C3218866', 'C1509967'}	['J02AC']	['J']	['J02']	['J02A']	5	5	5	0	5	0	0	0	0
Vorinostat	0	{'C0672708': {'194337'}, 'C3216115': {'1161782'}, 'C1813195': {'668578'}, 'C3216114': {'1161781'}, 'C1813194': {'668577'}, 'C1813938': {'668605'}, 'C1813940': {'668604'}, 'C1738860': {'682524'}, 'C3241897': {'1188166'}, 'C3241896': {'1188165'}}	{'C3241896', 'C3241897', 'C1813195', 'C0672708', 'C3216114', 'C1813940', 'C1813194', 'C1738860', 'C1813938', 'C3216115'}	['L01XH']	['L']	['L01']	['L01X']	5	2	2	0	1	1	0	3	0
Vortioxetine	423	{'C3661282': {'1455099'}, 'C3667607': {'1439834'}, 'C3692164': {'1439806'}, 'C3692165': {'1439807'}, 'C3692163': {'1439805'}, 'C3692162': {'1439804'}, 'C3692167': {'1439811'}, 'C3692171': {'1439839'}, 'C3692166': {'1439809'}, 'C4238272': {'1790882'}, 'C4238273': {'1790883'}, 'C4238279': {'1790889'}, 'C4238281': {'1790891'}, 'C3667599': {'1439824'}, 'C4087086': {'1790881'}, 'C3667601': {'1439828'}, 'C4238275': {'1790885'}, 'C3692169': {'1439826'}, 'C3667600': {'1439827'}, 'C4238274': {'1790884'}, 'C3692173': {'1439843'}, 'C3692168': {'1439825'}, 'C3692172': {'1439841'}, 'C4238277': {'1790887'}, 'C3692170': {'1439836'}}	{'C3667600', 'C4238272', 'C3692163', 'C3692166', 'C4238279', 'C3692168', 'C4238273', 'C3692162', 'C3692171', 'C3692169', 'C3692170', 'C3692165', 'C4238274', 'C4087086', 'C4238277', 'C3692172', 'C3692164', 'C3667601', 'C3661282', 'C4238275', 'C3692167', 'C3692173', 'C3667599', 'C3667607', 'C4238281'}	['N06AX']	['N']	['N06']	['N06A']	3	3	3	2	3	0	0	1	0
Voxelotor	1	{'C4723629': {'2265678'}, 'C5222393': {'2265681'}, 'C5222392': {'2265680'}, 'C5222377': {'2265682'}, 'C5561609': {'2588067'}, 'C5222347': {'2265679'}, 'C5561613': {'2588071'}, 'C5222188': {'2265685'}, 'C5222250': {'2265686'}, 'C5561610': {'2588068'}, 'C5561611': {'2588069'}, 'C5561615': {'2588073'}, 'C5222062': {'2265684'}, 'C5222284': {'2265688'}, 'C5222283': {'2265687'}, 'C5561614': {'2588072'}}	{'C5222393', 'C5222347', 'C4723629', 'C5561615', 'C5222062', 'C5222250', 'C5222392', 'C5561614', 'C5561609', 'C5222188', 'C5222283', 'C5561610', 'C5561613', 'C5222377', 'C5222284', 'C5561611'}	['B06AX']	['B']	['B06']	['B06A']	0	0	0	0	0	0	0	0	0
Warfarin	631	{'C0043031': {'11289'}, 'C0376218': {'114194'}, 'C0282378': {'82118'}, 'C3216124': {'1161791'}, 'C3216122': {'1161789'}, 'C3216123': {'1161790'}, 'C1248397': {'374319'}, 'C1242401': {'368417'}, 'C1331311': {'406078'}, 'C0699129': {'202421'}, 'C1330361': {'405155'}, 'C1601605': {'540205'}, 'C1601620': {'540226'}, 'C3221984': {'1167809'}, 'C3225724': {'1171656'}, 'C3233200': {'1179317'}, 'C3234856': {'1181006'}, 'C1248398': {'374320'}, 'C3225722': {'1171654'}, 'C3221983': {'1167808'}, 'C3225723': {'1171655'}, 'C3233199': {'1179316'}, 'C3234855': {'1181005'}, 'C1601607': {'540207'}, 'C1601622': {'540228'}}	{'C0699129', 'C1330361', 'C1601605', 'C1248397', 'C3216124', 'C3225723', 'C3225724', 'C0043031', 'C1601620', 'C1601607', 'C1331311', 'C0376218', 'C3221984', 'C3221983', 'C3233200', 'C1242401', 'C3233199', 'C3234855', 'C3216123', 'C1601622', 'C0282378', 'C3216122', 'C1248398', 'C3234856', 'C3225722'}	['B01AA']	['B']	['B01']	['B01A']	94	90	88	5	86	12	0	2	16
Zafirlukast	20	{'C0378466': {'114970'}, 'C3219520': {'1165264'}, 'C1248409': {'374330'}, 'C3219519': {'1165263'}, 'C1126068': {'330411'}, 'C0991377': {'316914'}, 'C1241633': {'367658'}, 'C1606307': {'572109'}, 'C1592262': {'574535'}, 'C0526502': {'135092'}, 'C1384216': {'452620'}, 'C3220210': {'1165969'}, 'C3220209': {'1165968'}}	{'C0378466', 'C3220209', 'C1592262', 'C0991377', 'C0526502', 'C3219520', 'C3220210', 'C1248409', 'C1241633', 'C3219519', 'C1126068', 'C1606307', 'C1384216'}	['R03DC']	['R']	['R03']	['R03D']	0	0	0	0	0	0	0	0	0
Zaleplon	104	{'C0251504': {'74667'}, 'C3219522': {'1165266'}, 'C1248696': {'374609'}, 'C3219521': {'1165265'}, 'C1126069': {'330412'}, 'C1126070': {'330413'}, 'C0876170': {'261654'}, 'C3239209': {'1185434'}, 'C1240401': {'366432'}, 'C3239208': {'1185433'}, 'C1592238': {'574511'}, 'C1592237': {'574510'}}	{'C3239209', 'C1240401', 'C3219521', 'C0251504', 'C0876170', 'C3219522', 'C1126070', 'C3239208', 'C1592238', 'C1592237', 'C1126069', 'C1248696'}	['N05CF']	['N']	['N05']	['N05C']	4	4	3	2	3	2	0	0	0
Zanamivir	2	{'C0216660': {'69722'}, 'C3217342': {'1163025'}, 'C1614071': {'582578'}, 'C2241182': {'759470'}, 'C1612966': {'582580'}, 'C2241183': {'759472'}, 'C0876148': {'261633'}, 'C3234553': {'1180701'}}	{'C0216660', 'C3217342', 'C1614071', 'C2241182', 'C1612966', 'C2241183', 'C0876148', 'C3234553'}	['J05AH']	['J']	['J05']	['J05A']	1	1	0	1	0	0	0	0	0
Zidovudine	37	{'C0043474': {'11413'}, 'C4293584': {'1857601'}, 'C3217346': {'1163029'}, 'C1248410': {'374331'}, 'C1248411': {'374332'}, 'C3217343': {'1163026'}, 'C3217345': {'1163028'}, 'C1253514': {'756805'}, 'C4293456': {'1857603'}, 'C2741235': {'900629'}, 'C0991380': {'316915'}, 'C1134209': {'336867'}, 'C0991381': {'316916'}, 'C3217344': {'1163027'}, 'C2240651': {'756806'}, 'C1240656': {'366687'}, 'C1598480': {'566052'}, 'C0993143': {'317538'}, 'C1596966': {'564526'}, 'C0699576': {'202791'}, 'C3236377': {'1182542'}, 'C1241675': {'367700'}, 'C3236373': {'1182538'}, 'C3236376': {'1182541'}, 'C1597495': {'565059'}, 'C3236375': {'1182540'}}	{'C1248410', 'C1597495', 'C3236376', 'C1253514', 'C0991381', 'C1241675', 'C0993143', 'C4293584', 'C1134209', 'C0991380', 'C3236375', 'C1248411', 'C2741235', 'C3217345', 'C3217344', 'C1240656', 'C2240651', 'C3217346', 'C0043474', 'C3236373', 'C3217343', 'C1598480', 'C1596966', 'C3236377', 'C0699576', 'C4293456'}	['J05AF', 'J05AR']	['J']	['J05']	['J05A']	357	346	340	50	329	133	3	25	54
