Level code,Preferred Label,ATC LEVEL
A12AA09,calcium citrate lysine complex,5
A12AA10,calcium glucoheptonate,5
A12AA11,calcium pangamate,5
A12AA13,calcium citrate,5
A12AA20,calcium (different salts in combination),5
A12AA30,calcium laevulate,5
A12AX,"Calcium, combinations with vitamin D and/or other drugs",4
A12B,POTASSIUM SUPPLEMENTS,3
A12BA,Potassium,4
A12BA01,potassium chloride,5
A12BA02,potassium citrate,5
A12BA03,potassium hydrogentartrate,5
A12BA04,potassium hydrogencarbonate,5
A12BA05,potassium gluconate,5
A12BA30,potassium (different salts in combination),5
A12BA51,"potassium chloride, combinations",5
A12C,OTHER MINERAL SUPPLEMENTS in ATC,3
A12CA,Sodium supplements,4
A12CA01,sodium chloride,5
A12CA02,sodium sulfate,5
A12CB,Zinc Supplements,4
A12CB01,zinc sulfate,5
A12CB02,zinc gluconate,5
A12CB03,zinc protein complex,5
A12CC,"Magnesium supplements, alimentary tract and metabolism",4
A12CC01,magnesium chloride,5
A12CC02,magnesium sulfate,5
A12CC03,magnesium gluconate,5
A12CC04,magnesium citrate,5
A12CC05,magnesium aspartate,5
A12CC06,magnesium lactate,5
A12CC07,magnesium levulinate,5
A12CC08,magnesium pidolate,5
A12CC09,magnesium orotate,5
A12CC10,magnesium oxide,5
A12CC30,magnesium (different salts in combination),5
A12CD,Fluoride supplements,4
A12CD01,sodium fluoride,5
A12CD02,sodium monofluorophosphate,5
A12CD51,"fluoride, combinations",5
A12CE,Selenium supplements,4
A12CE01,sodium selenate,5
A12CE02,sodium selenite,5
A12CX,Other mineral products in ATC,4
A13,TONICS,2
A13A,TONICS,3
A14,ANABOLIC AGENTS FOR SYSTEMIC USE,2
A14A,ANABOLIC STEROIDS,3
A14AA,Androstan derivatives,4
A14AA01,androstanolone,5
A14AA02,stanozolol,5
A14AA03,metandienone,5
A14AA04,metenolone,5
A14AA05,oxymetholone,5
A14AA06,quinbolone,5
A14AA07,prasterone,5
A14AA08,oxandrolone,5
A14AA09,norethandrolone,5
A14AB,"Estren derivatives, systemic",4
A14AB01,nandrolone,5
A14AB02,ethylestrenol,5
A14AB03,oxabolone cipionate,5
A14B,OTHER ANABOLIC AGENTS in ATC,3
A15,APPETITE STIMULANTS,2
A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,2
A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,3
A16AA,Amino acids and derivatives,4
A16AA01,levocarnitine,5
A16AA02,ademetionine,5
A16AA03,glutamine,5
A16AA04,mercaptamine,5
A16AA05,carglumic acid,5
A16AA06,betaine,5
A16AA07,metreleptin,5
A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,4
A16AB01,alglucerase,5
A16AB02,imiglucerase,5
A16AB03,agalsidase alfa,5
A16AB04,agalsidase beta,5
A16AB05,laronidase,5
A16AB06,sacrosidase,5
A16AB07,alglucosidase alfa,5
A16AB08,galsulfase,5
A16AB09,idursulfase,5
A16AB10,velaglucerase alfa,5
A16AB11,taliglucerase alfa,5
A16AB12,elosulfase alfa,5
A16AB13,asfotase alfa,5
A16AB14,sebelipase alfa,5
A16AB15,velmanase alfa,5
A16AB16,idursulfase beta,5
A16AB17,cerliponase alfa,5
A16AB18,vestronidase alfa,5
A16AB19,pegvaliase,5
A16AB20,pegunigalsidase alfa,5
A16AB21,atidarsagene autotemcel,5
A16AB22,avalglucosidase alfa,5
A16AB23,cipaglucosidase alfa,5
A16AB24,pegzilarginase,5
A16AB25,olipudase alfa,5
A16AB26,eladocagene exuparvovec,5
A16AB27,pabinafusp alfa,5
A16AX,Various alimentary tract and metabolism products,4
A16AX01,thioctic acid,5
A16AX02,anethole trithione,5
A16AX03,sodium phenylbutyrate,5
A16AX04,nitisinone,5
A16AX05,zinc acetate,5
A16AX06,miglustat,5
A16AX07,sapropterin,5
A16AX08,teduglutide,5
A16AX09,glycerol phenylbutyrate,5
A16AX10,eliglustat,5
A16AX11,sodium benzoate,5
A16AX12,trientine,5
A16AX13,uridine triacetate,5
A16AX14,migalastat,5
A16AX15,telotristat,5
A16AX16,givosiran,5
A16AX17,triheptanoin,5
A16AX18,lumasiran,5
A16AX19,fosdenopterin,5
A16AX20,lonafarnib,5
A16AX21,elivaldogene autotemcel,5
A16AX22,tiomolibdic acid,5
A16AX23,leriglitazone,5
A16AX30,sodium benzoate and sodium phenylacetate,5
B,BLOOD AND BLOOD FORMING ORGAN DRUGS,1
B01,ANTITHROMBOTIC AGENTS,2
B01A,ANTITHROMBOTIC AGENTS,3
B01AA,Vitamin K antagonists,4
B01AA01,dicoumarol,5
B01AA02,phenindione,5
B01AA03,warfarin,5
B01AA04,phenprocoumon,5
B01AA07,acenocoumarol,5
B01AA08,ethyl biscoumacetate,5
B01AA09,clorindione,5
B01AA10,diphenadione,5
B01AA11,tioclomarol,5
B01AA12,fluindione,5
B01AB,Heparin group antithrombotic drugs,4
B01AB01,heparin,5
B01AB02,antithrombin III,5
B01AB04,dalteparin,5
B01AB05,enoxaparin,5
B01AB06,nadroparin,5
B01AB07,parnaparin,5
B01AB08,reviparin,5
B01AB09,danaparoid,5
B01AB10,tinzaparin,5
B01AB11,sulodexide,5
B01AB12,bemiparin,5
B01AB51,"heparin, combinations",5
B01AC,Platelet aggregation inhibitors excl. heparin,4
B01AC01,ditazole,5
B01AC02,cloricromen,5
B01AC03,picotamide,5
B01AC04,clopidogrel,5
B01AC05,ticlopidine,5
B01AC06,acetylsalicylic acid,5
B01AC07,dipyridamole,5
B01AC08,carbasalate calcium,5
B01AC09,epoprostenol,5
B01AC10,indobufen,5
B01AC11,iloprost,5
B01AC13,abciximab,5
B01AC15,aloxiprin,5
B01AC16,eptifibatide,5
B01AC17,tirofiban,5
B01AC18,triflusal,5
B01AC19,beraprost,5
B01AC21,treprostinil,5
B01AC22,prasugrel,5
B01AC23,cilostazol,5
B01AC24,ticagrelor,5
B01AC25,cangrelor,5
B01AC26,vorapaxar,5
B01AC27,selexipag,5
B01AC28,limaprost,5
B01AC30,Platelet aggregation inhibitor combinations excl. heparin,5
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",5
B01AD,"Enzymes, antithrombotic",4
B01AD01,streptokinase,5
B01AD02,alteplase,5
B01AD03,anistreplase,5
B01AD04,urokinase,5
B01AD05,fibrinolysin,5
B01AD06,brinase,5
B01AD07,reteplase,5
B01AD08,saruplase,5
B01AD09,ancrod,5
B01AD10,drotrecogin alfa (activated),5
B01AD11,tenecteplase,5
B01AD12,protein C,5
B01AD13,apadamtase alfa and cinaxadamtase alfa,5
B01AE,Direct thrombin inhibitors,4
B01AE01,desirudin,5
B01AE02,lepirudin,5
B01AE03,argatroban,5
B01AE04,melagatran,5
B01AE05,ximelagatran,5
B01AE06,bivalirudin,5
B01AE07,dabigatran etexilate,5
B01AF,Direct factor Xa inhibitors,4
B01AF01,rivaroxaban,5
B01AF02,apixaban,5
B01AF03,edoxaban,5
B01AF04,betrixaban,5
B01AF51,rivaroxaban and acetylsalicylic acid,5
B01AX,Other antithrombotic agents in ATC,4
B01AX01,defibrotide,5
B01AX04,dermatan sulfate,5
B01AX05,fondaparinux,5
B01AX07,caplacizumab,5
B02,ANTIHEMORRHAGICS,2
B02A,ANTIFIBRINOLYTICS,3
B02AA,Antifibrinolytic amino acids,4
B02AA01,aminocaproic acid,5
B02AA02,tranexamic acid,5
B02AA03,aminomethylbenzoic acid,5
B02AB,"Proteinase inhibitors, antifibrinolytic",4
B02AB01,aprotinin,5
B02AB02,alfa1 antitrypsin,5
B02AB04,camostat,5
B02AB05,ulinastatin,5
B02B,VITAMIN K AND OTHER HEMOSTATICS,3
B02BA,Vitamin K containing hemostatics,4
B02BA01,phytomenadione,5
B02BA02,menadione,5
B02BB,Fibrinogen containing hemostatics,4
B02BB01,"fibrinogen, human",5
B02BC,Local hemostatics,4
B02BC01,absorbable gelatin sponge,5
B02BC02,oxidized cellulose,5
B02BC03,tetragalacturonic acid hydroxymethylester,5
B02BC05,adrenalone,5
B02BC06,thrombin,5
B02BC07,collagen,5
B02BC08,calcium alginate,5
B02BC09,epinephrine,5
B02BC30,Local hemostatic combinations,5
B02BD,Blood coagulation factors,4
B02BD01,"coagulation factor IX, II, VII and X in combination",5
B02BD02,coagulation factor VIII,5
B02BD03,factor VIII inhibitor bypassing activity,5
B02BD04,coagulation factor IX,5
B02BD05,coagulation factor VII,5
B02BD06,von Willebrand factor and coagulation factor VIII in combination,5
B02BD07,coagulation factor XIII,5
B02BD08,coagulation factor VIIa,5
B02BD10,von Willebrand factor,5
B02BD11,catridecacog,5
B02BD13,coagulation factor X,5
B02BD14,susoctocog alfa,5
B02BD15,valoctocogene roxaparvovec,5
B02BD16,etranacogene dezaparvovec,5
B02BD30,thrombin,5
B02BX,Other systemic hemostatics in ATC,4
B02BX01,etamsylate,5
B02BX02,carbazochrome,5
B02BX03,batroxobin,5
B02BX04,romiplostim,5
B02BX05,eltrombopag,5
B02BX06,emicizumab,5
B02BX07,lusutrombopag,5
B02BX08,avatrombopag,5
B02BX09,fostamatinib,5
B02BX10,concizumab,5
B03,ANTIANEMIC PREPARATIONS,2
B03A,IRON ANTIANEMIC PREPARATIONS,3
B03AA,"Iron bivalent, oral antianemic preparations",4
B03AA01,ferrous glycine sulfate,5
B03AA02,ferrous fumarate,5
B03AA03,ferrous gluconate,5
B03AA04,ferrous carbonate,5
B03AA05,ferrous chloride,5
B03AA06,ferrous succinate,5
B03AA07,ferrous sulfate,5
B03AA08,ferrous tartrate,5
B03AA09,ferrous aspartate,5
B03AA10,ferrous ascorbate,5
B03AA11,ferrous iodine,5
B03AA12,ferrous sodium citrate,5
B03AB,"Iron trivalent, oral antianemic preparations",4
B03AB01,ferric sodium citrate,5
B03AB02,saccharated iron oxide,5
B03AB03,sodium feredetate,5
B03AB04,ferric hydroxide,5
B03AB05,ferric oxide polymaltose complexes,5
B03AB07,chondroitin sulfate-iron complex,5
B03AB08,ferric acetyl transferrin,5
B03AB09,ferric proteinsuccinylate,5
B03AB10,ferric maltol,5
B03AC,"Iron, parenteral antianemic preparations",4
B03AD,Iron in combination with folic acid,4
B03AD01,ferrous amino acid complex and folic acid,5
B03AD02,ferrous fumarate and folic acid,5
B03AD03,ferrous sulfate and folic acid,5
B03AD04,ferric oxide polymaltose complexes and folic acid,5
B03AD05,ferrous gluconate and folic acid,5
B03AE,Iron in other combinations,4
B03AE01,"iron, vitamin B12 and folic acid",5
B03AE02,"iron, multivitamins and folic acid",5
B03AE03,iron and multivitamins,5
B03AE04,"iron, multivitamins and minerals",5
B03AE10,Iron in various other combinations,5
B03B,VITAMIN B12 AND FOLIC ACID,3
B03BA,Vitamin B12 (cyanocobalamin and analogues),4
B03BA01,cyanocobalamin,5
B03BA02,cyanocobalamin tannin complex,5
B03BA03,hydroxocobalamin,5
B03BA04,cobamamide,5
B03BA05,mecobalamin,5
B03BA51,"cyanocobalamin, combinations",5
B03BA53,"hydroxocobalamin, combinations",5
B03BB,Folic acid and derivatives as antianemics,4
B03BB01,folic acid,5
B03BB51,"folic acid, combinations",5
B03X,OTHER ANTIANEMIC PREPARATIONS in ATC,3
B03XA,Other antianemic preparations in ATC,4
B03XA01,erythropoietin,5
B03XA02,darbepoetin alfa,5
B03XA03,methoxy polyethylene glycol-epoetin beta,5
B03XA04,peginesatide,5
B03XA05,roxadustat,5
B03XA06,luspatercept,5
B03XA07,daprodustat,5
B03XA08,vadadustat,5
B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,2
B05A,BLOOD AND RELATED PRODUCTS,3
B05AA,Blood substitutes and plasma protein fractions,4
B05AA01,albumin,5
B05AA02,other plasma protein fractions,5
B05AA03,fluorocarbon blood substitutes,5
B05AA05,dextran,5
B05AA06,gelatin agents,5
B05AA07,hydroxyethylstarch,5
B05AA08,hemoglobin crosfumaril,5
B05AA09,hemoglobin raffimer,5
B05AA10,hemoglobin glutamer (bovine),5
B05AX,Other blood products in ATC,4
B05AX01,erythrocytes,5
B05AX02,thrombocytes,5
B05AX03,blood plasma,5
B05AX04,stem cells from umbilical cord blood,5
B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",3
B05BA,Solutions for parenteral nutrition,4
B05BA01,amino acids,5
B05BA02,fat emulsions,5
B05BA03,carbohydrates,5
B05BA04,protein hydrolysates,5
B05BA10,Combination solutions for parenteral nutrition,5
B05BB,Solutions affecting the electrolyte balance,4
B05BB01,electrolytes,5
B05BB02,electrolytes with carbohydrates,5
B05BB03,trometamol,5
B05BB04,electrolytes in combination with other drugs,5
B05BC,Solutions producing osmotic diuresis,4
B05BC01,mannitol,5
B05BC02,carbamide,5
B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",3
B05CA,Antiinfective irrigating solutions,4
B05CA01,cetylpyridinium,5
B05CA02,chlorhexidine,5
B05CA03,nitrofural,5
B05CA04,sulfamethizole,5
B05CA05,taurolidine,5
B05CA06,mandelic acid,5
B05CA07,noxytiolin,5
B05CA08,ethacridine lactate,5
B05CA09,neomycin,5
B05CA10,Antiinfective irrigating solution combinations,5
B05CB,Salt irrigating solutions,4
B05CB01,sodium chloride,5
B05CB02,sodium citrate,5
B05CB03,magnesium citrate,5
B05CB04,sodium bicarbonate,5
B05CB10,Salt solution combinations,5
B05CX,Other irrigating solutions in ATC,4
B05CX01,glucose,5
B05CX02,sorbitol,5
B05CX03,glycine,5
B05CX04,mannitol,5
B05CX10,Other irrigating solution combinations in ATC,5
B05D,PERITONEAL DIALYTICS,3
B05DA,"Isotonic solutions, peritoneal dialysis",4
B05DB,Hypertonic solutions,4
B05X,I.V. SOLUTION ADDITIVES,3
B05XA,Electrolyte solutions,4
B05XA01,potassium chloride,5
B05XA02,sodium bicarbonate,5
B05XA03,sodium chloride,5
B05XA04,ammonium chloride,5
B05XA05,magnesium sulfate,5
B05XA06,"potassium phosphate, incl. combinations with other potassium salts",5
B05XA07,calcium chloride,5
B05XA08,sodium acetate,5
B05XA09,sodium phosphate,5
B05XA10,magnesium phosphate,5
B05XA11,magnesium chloride,5
B05XA12,zinc chloride,5
B05XA13,hydrochloric acid,5
B05XA14,sodium glycerophosphate,5
B05XA15,potassium lactate,5
B05XA16,cardioplegia solutions,5
B05XA17,potassium acetate,5
B05XA18,zinc sulfate,5
B05XA19,calcium gluconate,5
B05XA20,sodium selenite,5
B05XA30,combinations of electrolytes,5
B05XA31,electrolytes in combination with other drugs,5
B05XB,"Amino Acids, I.V. solution additive",4
B05XB01,arginine hydrochloride,5
B05XB02,alanyl glutamine,5
B05XB03,lysine,5
B05XC,Vitamin IV solution additives,4
B05XX,Other i.v. solution additives in ATC,4
B05XX02,trometamol,5
B05Z,HEMODIALYTICS AND HEMOFILTRATES,3
B05ZA,"Hemodialytics, concentrates",4
B05ZB,Hemofiltrates,4
B06,OTHER HEMATOLOGICAL AGENTS in ATC,2
B06A,OTHER HEMATOLOGICAL AGENTS in ATC,3
B06AA,"Enzymes, hematological",4
B06AA02,fibrinolysin and desoxyribonuclease,5
B06AA03,hyaluronidase,5
B06AA04,chymotrypsin,5
B06AA07,trypsin,5
B06AA10,desoxyribonuclease,5
B06AA55,"streptokinase, combinations",5
B06AB,Heme products,4
B06AB01,hemin,5
B06AC,Drugs used in hereditary angioedema,4
B06AC01,"c1-inhibitor, plasma derived",5
B06AC02,icatibant,5
B06AC03,ecallantide,5
B06AC04,conestat alfa,5
B06AC05,lanadelumab,5
B06AC06,berotralstat,5
B06AX,Other hematological agents in ATC,4
B06AX01,crizanlizumab,5
B06AX02,betibeglogene autotemcel,5
B06AX03,voxelotor,5
B06AX04,mitapivat,5
B06AX05,exagamglogene autotemcel,5
C,CARDIOVASCULAR SYSTEM DRUGS,1
C01,CARDIAC THERAPY DRUGS,2
C01A,CARDIAC GLYCOSIDES,3
C01AA,Digitalis glycosides,4
C01AA01,acetyldigitoxin,5
C01AA02,acetyldigoxin,5
C01AA03,digitalis leaves,5
C01AA04,digitoxin,5
C01AA05,digoxin,5
C01AA06,lanatoside C,5
C01AA07,deslanoside,5
C01AA08,metildigoxin,5
C01AA09,gitoformate,5
C01AA52,"acetyldigoxin, combinations",5
C01AB,Scilla glycosides used in cardiac therapy,4
C01AB01,proscillaridin,5
C01AB51,"proscillaridin, combinations",5
C01AC,Strophanthus glycosides used in cardiac therapy,4
C01AC01,g-strophanthin,5
C01AC03,cymarin,5
C01AX,Other cardiac glycosides in ATC,4
C01AX02,peruvoside,5
C01B,"ANTIARRHYTHMICS, CLASS I AND III",3
C01BA,"Antiarrhythmics, class Ia",4
C01BA01,quinidine,5
C01BA02,procainamide,5
C01BA03,disopyramide,5
C01BA04,sparteine,5
C01BA05,ajmaline,5
C01BA08,prajmaline,5
C01BA12,lorajmine,5
C01BA13,hydroquinidine,5
C01BA51,"quinidine, combinations excl. psycholeptics",5
C01BA71,"quinidine, combinations with psycholeptics",5
C01BB,"Antiarrhythmics, class Ib",4
C01BB01,lidocaine,5
C01BB02,mexiletine,5
C01BB03,tocainide,5
C01BB04,aprindine,5
C01BC,"Antiarrhythmics, class Ic",4
C01BC03,propafenone,5
C01BC04,flecainide,5
C01BC07,lorcainide,5
C01BC08,encainide,5
C01BC09,ethacizine,5
C01BD,"Antiarrhythmics, class III",4
C01BD01,amiodarone,5
C01BD02,bretylium tosilate,5
C01BD03,bunaftine,5
C01BD04,dofetilide,5
C01BD05,ibutilide,5
C01BD06,tedisamil,5
C01BD07,dronedarone,5
C01BG,"Other antiarrhythmics, class I and III in ATC",4
C01BG01,moracizine,5
C01BG07,cibenzoline,5
C01BG11,vernakalant,5
C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,3
C01CA,Adrenergic and dopaminergic cardiac stimulants,4
C01CA01,etilefrine,5
C01CA02,isoprenaline,5
C01CA03,norepinephrine,5
C01CA04,dopamine,5
C01CA05,norfenefrine,5
C01CA06,phenylephrine,5
C01CA07,dobutamine,5
C01CA08,oxedrine,5
C01CA09,metaraminol,5
C01CA10,methoxamine,5
C01CA11,mephentermine,5
C01CA12,dimetofrine,5
C01CA13,prenalterol,5
C01CA14,dopexamine,5
C01CA15,gepefrine,5
C01CA16,ibopamine,5
C01CA17,midodrine,5
C01CA18,octopamine,5
C01CA19,fenoldopam,5
C01CA21,cafedrine,5
C01CA22,arbutamine,5
C01CA23,theodrenaline,5
C01CA24,epinephrine,5
C01CA25,amezinium metilsulfate,5
C01CA26,ephedrine,5
C01CA27,droxidopa,5
C01CA28,centhaquine,5
C01CA30,Adrenergic and dopaminergic agents combinations,5
C01CA51,"etilefrine, combinations",5
C01CE,"Phosphodiesterase inhibitors, cardiac stimulant",4
C01CE01,amrinone,5
C01CE02,milrinone,5
C01CE03,enoximone,5
C01CE04,bucladesine,5
C01CX,Other cardiac stimulants in ATC,4
C01CX06,angiotensinamide,5
C01CX07,xamoterol,5
C01CX08,levosimendan,5
C01CX09,angiotensin II,5
C01CX10,omecamtiv mecarbil,5
C01D,VASODILATORS USED IN CARDIAC DISEASES,3
C01DA,Organic nitrates used in cardiac disease,4
C01DA02,glyceryl trinitrate,5
C01DA04,methylpropylpropanediol dinitrate,5
C01DA05,pentaerithrityl tetranitrate,5
C01DA07,propatylnitrate,5
C01DA08,isosorbide dinitrate,5
C01DA09,trolnitrate,5
C01DA13,eritrityl tetranitrate,5
C01DA14,isosorbide mononitrate,5
C01DA20,organic nitrates in combination,5
C01DA38,tenitramine,5
C01DA52,"glyceryl trinitrate, combinations",5
C01DA54,"methylpropylpropanediol dinitrate, combinations",5
C01DA55,"pentaerithrityl tetranitrate, combinations",5
C01DA57,"propatylnitrate, combinations",5
C01DA58,"isosorbide dinitrate, combinations",5
C01DA59,"trolnitrate, combinations",5
C01DA63,"eritrityl tetranitrate, combinations",5
C01DA70,organic nitrates in combination with psycholeptics,5
C01DB,Quinolone vasodilators used in cardiac diseases,4
C01DB01,flosequinan,5
C01DX,Other vasodilators used in cardiac diseases in ATC,4
C01DX01,itramin tosilate,5
C01DX02,prenylamine,5
C01DX03,oxyfedrine,5
C01DX04,benziodarone,5
C01DX05,carbocromen,5
C01DX06,hexobendine,5
C01DX07,etafenone,5
C01DX08,heptaminol,5
C01DX09,imolamine,5
C01DX10,dilazep,5
C01DX11,trapidil,5
C01DX12,molsidomine,5
C01DX13,efloxate,5
C01DX14,cinepazet,5
C01DX15,cloridarol,5
C01DX16,nicorandil,5
C01DX18,linsidomine,5
C01DX19,nesiritide,5
C01DX21,serelaxin,5
C01DX22,vericiguat,5
C01DX51,"itramin tosilate, combinations",5
C01DX52,"prenylamine, combinations",5
C01DX53,"oxyfedrine, combinations",5
C01DX54,"benziodarone, combinations",5
C01E,OTHER CARDIAC PREPARATIONS in ATC,3
C01EA,Prostaglandin cardiac therapy preparations,4
C01EA01,alprostadil,5
C01EB,Other plain cardiac preparations in ATC,4
C01EB02,camphora,5
C01EB03,indometacin,5
C01EB04,crataegus glycosides,5
C01EB05,creatinolfosfate,5
C01EB06,fosfocreatine,5
C01EB07,"fructose 1,6-diphosphate",5
C01EB09,ubidecarenone,5
C01EB10,adenosine,5
C01EB11,tiracizine,5
C01EB13,acadesine,5
C01EB15,trimetazidine,5
C01EB16,ibuprofen,5
C01EB17,ivabradine,5
C01EB18,ranolazine,5
C01EB21,regadenoson,5
C01EB22,meldonium,5
C01EB23,tiazotic acid,5
C01EB24,mavacamten,5
C01EX,Other cardiac therapy combination products in ATC,4
C02,ANTIHYPERTENSIVES,2
C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",3
C02AA,"Rauwolfia alkaloids, centrally acting antiadrenergic",4
C02AA01,rescinnamine,5
C02AA02,reserpine,5
C02AA03,combinations of rauwolfia alkaloids,5
C02AA04,"rauwolfia alkaloids, whole root",5
C02AA05,deserpidine,5
C02AA06,methoserpidine,5
C02AA07,bietaserpine,5
C02AA52,"reserpine, combinations",5
C02AA53,"combinations of rauwolfia alkoloids, combinations",5
C02AA57,"bietaserpine, combinations",5
C02AB,"Methyldopa, centrally acting adntiadrenergic agents",4
C02AB01,methyldopa (levorotatory),5
C02AB02,methyldopa (racemic),5
C02AC,Imidazoline receptor agonists,4
C02AC01,clonidine,5
C02AC02,guanfacine,5
C02AC04,tolonidine,5
C02AC05,moxonidine,5
C02AC06,rilmenidine,5
C02B,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",3
C02BA,"Sulfonium derivatives, ganglion-blocking adreneregic",4
