Level code,Preferred Label,ATC LEVEL
J01ED01,sulfadimethoxine,5
J01ED02,sulfalene,5
J01ED03,sulfametomidine,5
J01ED04,sulfametoxydiazine,5
J01ED05,sulfamethoxypyridazine,5
J01ED06,sulfaperin,5
J01ED07,sulfamerazine,5
J01ED08,sulfaphenazole,5
J01ED09,sulfamazone,5
J01ED20,Long-acting sulfonamide combinations,5
J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",4
J01EE01,sulfamethoxazole and trimethoprim,5
J01EE02,sulfadiazine and trimethoprim,5
J01EE03,sulfametrole and trimethoprim,5
J01EE04,sulfamoxole and trimethoprim,5
J01EE05,sulfadimidine and trimethoprim,5
J01EE06,sulfadiazine and tetroxoprim,5
J01EE07,sulfamerazine and trimethoprim,5
J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",3
J01FA,Macrolides,4
J01FA01,erythromycin,5
J01FA02,spiramycin,5
J01FA03,midecamycin,5
J01FA05,oleandomycin,5
J01FA06,roxithromycin,5
J01FA07,josamycin,5
J01FA08,troleandomycin,5
J01FA09,clarithromycin,5
J01FA10,azithromycin,5
J01FA11,miocamycin,5
J01FA12,rokitamycin,5
J01FA13,dirithromycin,5
J01FA14,flurithromycin,5
J01FA15,telithromycin,5
J01FA16,solithromycin,5
J01FF,Lincosamides,4
J01FF01,clindamycin,5
J01FF02,lincomycin,5
J01FG,Streptogramins,4
J01FG01,pristinamycin,5
J01FG02,quinupristin/dalfopristin,5
J01G,AMINOGLYCOSIDE ANTIBACTERIALS,3
J01GA,Streptomycins,4
J01GA01,streptomycin,5
J01GA02,streptoduocin,5
J01GB,Other aminoglycosides in ATC,4
J01GB01,tobramycin,5
J01GB03,gentamicin,5
J01GB04,kanamycin,5
J01GB05,neomycin,5
J01GB06,amikacin,5
J01GB07,netilmicin,5
J01GB08,sisomicin,5
J01GB09,dibekacin,5
J01GB10,ribostamycin,5
J01GB11,isepamicin,5
J01GB12,arbekacin,5
J01GB13,bekanamycin,5
J01GB14,plazomicin,5
J01M,QUINOLONE ANTIBACTERIALS,3
J01MA,"Fluoroquinolone antibacterials, systemic",4
J01MA01,ofloxacin,5
J01MA02,ciprofloxacin,5
J01MA03,pefloxacin,5
J01MA04,enoxacin,5
J01MA05,temafloxacin,5
J01MA06,norfloxacin,5
J01MA07,lomefloxacin,5
J01MA08,fleroxacin,5
J01MA09,sparfloxacin,5
J01MA10,rufloxacin,5
J01MA11,grepafloxacin,5
J01MA12,levofloxacin,5
J01MA13,trovafloxacin,5
J01MA14,moxifloxacin,5
J01MA15,gemifloxacin,5
J01MA16,gatifloxacin,5
J01MA17,prulifloxacin,5
J01MA18,pazufloxacin,5
J01MA19,garenoxacin,5
J01MA21,sitafloxacin,5
J01MA22,tosufloxacin,5
J01MA23,delafloxacin,5
J01MA24,levonadifloxacin,5
J01MA25,lascufloxacin,5
J01MB,Other quinolones in ATC,4
J01MB01,rosoxacin,5
J01MB02,nalidixic acid,5
J01MB03,piromidic acid,5
J01MB04,pipemidic acid,5
J01MB05,oxolinic acid,5
J01MB06,cinoxacin,5
J01MB07,flumequine,5
J01MB08,nemonoxacin,5
J01R,COMBINATIONS OF ANTIBACTERIALS,3
J01RA,Combinations of antibacterials,4
J01RA01,"penicillins, combinations with other antibacterials",5
J01RA02,"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",5
J01RA03,cefuroxime and metronidazole,5
J01RA04,spiramycin and metronidazole,5
J01RA05,levofloxacin and ornidazole,5
J01RA06,cefepime and amikacin,5
J01RA07,"azithromycin, fluconazole and secnidazole",5
J01RA08,tetracycline and oleandomycin,5
J01RA09,ofloxacin and ornidazole,5
J01RA10,ciprofloxacin and metronidazole,5
J01RA11,ciprofloxacin and tinidazole,5
J01RA12,ciprofloxacin and ornidazole,5
J01RA13,norfloxacin and tinidazole,5
J01RA14,norfloxacin and metronidazole,5
J01RA15,cefixime and ornidazole,5
J01RA16,cefixime and azithromycin,5
J01X,OTHER ANTIBACTERIALS in ATC,3
J01XA,Glycopeptide antibacterials,4
J01XA01,vancomycin,5
J01XA02,teicoplanin,5
J01XA03,telavancin,5
J01XA04,dalbavancin,5
J01XA05,oritavancin,5
J01XB,Polymyxins,4
J01XB01,colistin,5
J01XB02,polymyxin B,5
J01XC,Steroid antibacterials,4
J01XC01,fusidic acid,5
J01XD,"Imidazole derivatives, antibacterial for systemic use",4
J01XD01,metronidazole,5
J01XD02,tinidazole,5
J01XD03,ornidazole,5
J01XE,"Nitrofuran derivatives, antibacterials for systemic use",4
J01XE01,nitrofurantoin,5
J01XE02,nifurtoinol,5
J01XE03,furazidin,5
J01XE51,"nitrofurantoin, combinations",5
J01XX,Other antibacterials in ATC,4
J01XX01,fosfomycin,5
J01XX02,xibornol,5
J01XX03,clofoctol,5
J01XX04,spectinomycin,5
J01XX05,methenamine,5
J01XX06,mandelic acid,5
J01XX07,nitroxoline,5
J01XX08,linezolid,5
J01XX09,daptomycin,5
J01XX10,bacitracin,5
J01XX11,tedizolid,5
J01XX12,lefamulin,5
J02,ANTIMYCOTICS FOR SYSTEMIC USE,2
J02A,ANTIMYCOTICS FOR SYSTEMIC USE,3
J02AA,Antibiotics for systemic use,4
J02AA01,amphotericin B,5
J02AA02,hachimycin,5
J02AB,"Imidazole derivatives, antimycotic for systemic use",4
J02AB01,miconazole,5
J02AB02,ketoconazole,5
J02AC,Triazole and tetrazole derivatives,4
J02AC01,fluconazole,5
J02AC02,itraconazole,5
J02AC03,voriconazole,5
J02AC04,posaconazole,5
J02AC05,isavuconazole,5
J02AC06,oteseconazole,5
J02AX,Other antimycotics for systemic use in ATC,4
J02AX01,flucytosine,5
J02AX04,caspofungin,5
J02AX05,micafungin,5
J02AX06,anidulafungin,5
J02AX07,ibrexafungerp,5
J02AX08,rezafungin acetate,5
J04,ANTIMYCOBACTERIALS,2
J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,3
J04AA,Aminosalicylic acid and derivatives,4
J04AA01,4-aminosalicylic acid,5
J04AA02,sodium aminosalicylate,5
J04AA03,calcium aminosalicylate,5
J04AB,"Antibiotics, Antitubercular",4
J04AB01,cycloserine,5
J04AB02,rifampicin,5
J04AB03,rifamycin,5
J04AB04,rifabutin,5
J04AB05,rifapentine,5
J04AB06,enviomycin,5
J04AB30,capreomycin,5
J04AC,Hydrazides for tuberculosis treatment,4
J04AC01,isoniazid,5
J04AC51,"isoniazid, combinations",5
J04AD,Thiocarbamide derivatives for treatment of tuberculosis,4
J04AD01,protionamide,5
J04AD02,tiocarlide,5
J04AD03,ethionamide,5
J04AK,Other drugs for treatment of tuberculosis in ATC,4
J04AK01,pyrazinamide,5
J04AK02,ethambutol,5
J04AK03,terizidone,5
J04AK04,morinamide,5
J04AK05,bedaquiline,5
J04AK06,delamanid,5
J04AK07,thioacetazone,5
J04AK08,pretomanid,5
J04AM,Combinations of drugs for treatment of tuberculosis,4
J04AM01,streptomycin and isoniazid,5
J04AM02,rifampicin and isoniazid,5
J04AM03,ethambutol and isoniazid,5
J04AM04,thioacetazone and isoniazid,5
J04AM05,"rifampicin, pyrazinamide and isoniazid",5
J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid",5
J04AM07,"rifampicin, ethambutol and isoniazid",5
J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",5
J04B,DRUGS FOR TREATMENT OF LEPRA,3
J04BA,Drugs for treatment of lepra,4
J04BA01,clofazimine,5
J04BA02,dapsone,5
J04BA03,aldesulfone sodium,5
J04BA50,dapsone and rifampicin,5
J04BA51,"dapsone, rifampicin and clofazimine",5
J05,ANTIVIRALS FOR SYSTEMIC USE,2
J05A,DIRECT ACTING ANTIVIRALS,3
J05AA,"Thiosemicarbazones, direct acting antivirals",4
J05AA01,metisazone,5
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,4
J05AB01,aciclovir,5
J05AB02,idoxuridine,5
J05AB03,vidarabine,5
J05AB06,ganciclovir,5
J05AB09,famciclovir,5
J05AB11,valaciclovir,5
J05AB12,cidofovir,5
J05AB13,penciclovir,5
J05AB14,valganciclovir,5
J05AB15,brivudine,5
J05AB16,remdesivir,5
J05AB17,brincidofovir,5
J05AB18,molnupiravir,5
J05AC,"Cyclic amines, direct acting antivirals",4
J05AC02,rimantadine,5
J05AC03,tromantadine,5
J05AD,"Phosphonic acid derivatives, direct acting antivirals",4
J05AD01,foscarnet,5
J05AD02,fosfonet,5
J05AE,"Protease inhibitors, direct acting antivirals",4
J05AE01,saquinavir,5
J05AE02,indinavir,5
J05AE03,ritonavir,5
J05AE04,nelfinavir,5
J05AE05,amprenavir,5
J05AE07,fosamprenavir,5
J05AE08,atazanavir,5
J05AE09,tipranavir,5
J05AE10,darunavir,5
J05AE16,ensitrelvir,5
J05AE30,nirmatrelvir and ritonavir,5
J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,4
J05AF01,zidovudine,5
J05AF02,didanosine,5
J05AF03,zalcitabine,5
J05AF04,stavudine,5
J05AF05,lamivudine,5
J05AF06,abacavir,5
J05AF07,tenofovir disoproxil,5
J05AF08,adefovir dipivoxil,5
J05AF09,emtricitabine,5
J05AF10,entecavir,5
J05AF11,telbivudine,5
J05AF12,clevudine,5
J05AF13,tenofovir alafenamide,5
J05AG,Non-nucleoside reverse transcriptase inhibitors,4
J05AG01,nevirapine,5
J05AG02,delavirdine,5
J05AG03,efavirenz,5
J05AG04,etravirine,5
J05AG05,rilpivirine,5
J05AG06,doravirine,5
J05AH,"Neuraminidase inhibitors, direct acting antivirals",4
J05AH01,zanamivir,5
J05AH02,oseltamivir,5
J05AH03,peramivir,5
J05AH04,laninamivir,5
J05AJ,"Integrase Inhibitors, antiinfectives for systematic use",4
J05AJ01,raltegravir,5
J05AJ02,elvitegravir,5
J05AJ03,dolutegravir,5
J05AJ04,cabotegravir,5
J05AP,Antivirals for treatment of HCV infections,4
J05AP01,ribavirin,5
J05AP02,telaprevir,5
J05AP03,boceprevir,5
J05AP04,faldaprevir,5
J05AP05,simeprevir,5
J05AP06,asunaprevir,5
J05AP07,daclatasvir,5
J05AP08,sofosbuvir,5
J05AP09,dasabuvir,5
J05AP10,elbasvir,5
J05AP11,grazoprevir,5
J05AP12,coblopasvir,5
J05AP13,ravidasvir,5
J05AP51,sofosbuvir and ledipasvir,5
J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir",5
J05AP53,"ombitasvir, paritaprevir and ritonavir",5
J05AP54,elbasvir and grazoprevir,5
J05AP55,sofosbuvir and velpatasvir,5
J05AP56,"sofosbuvir, velpatasvir and voxilaprevir",5
J05AP57,glecaprevir and pibrentasvir,5
J05AP58,"daclatasvir, asunaprevir and beclabuvir",5
J05AR,"Antivirals for treatment of HIV infections, combinations",4
J05AR01,zidovudine and lamivudine,5
J05AR02,lamivudine and abacavir,5
J05AR03,tenofovir disoproxil and emtricitabine,5
J05AR04,"zidovudine, lamivudine and abacavir",5
J05AR05,"zidovudine, lamivudine and nevirapine",5
J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz",5
J05AR07,"stavudine, lamivudine and nevirapine",5
J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",5
J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",5
J05AR10,lopinavir and ritonavir,5
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz",5
J05AR12,lamivudine and tenofovir disoproxil,5
J05AR13,"lamivudine, abacavir and dolutegravir",5
J05AR14,darunavir and cobicistat,5
J05AR15,atazanavir and cobicistat,5
J05AR16,lamivudine and raltegravir,5
J05AR17,emtricitabine and tenofovir alafenamide,5
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",5
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine",5
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",5
J05AR21,dolutegravir and rilpivirine,5
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",5
J05AR23,atazanavir and ritonavir,5
J05AR24,"lamivudine, tenofovir disoproxil and doravirine",5
J05AR25,lamivudine and dolutegravir,5
J05AR26,darunavir and ritonavir,5
J05AR27,"lamivudine, tenofovir disoproxil and dolutegravir",5
J05AR28,stavudine and lamivudine,5
J05AX,Other antivirals in ATC,4
J05AX01,moroxydine,5
J05AX02,lysozyme,5
J05AX05,inosine pranobex,5
J05AX06,pleconaril,5
J05AX07,enfuvirtide,5
J05AX09,maraviroc,5
J05AX10,maribavir,5
J05AX13,umifenovir,5
J05AX17,enisamium iodide,5
J05AX18,letermovir,5
J05AX19,tilorone,5
J05AX21,pentanedioic acid imidazolyl ethanamide,5
J05AX23,ibalizumab,5
J05AX24,tecovirimat,5
J05AX25,baloxavir marboxil,5
J05AX26,amenamevir,5
J05AX27,favipiravir,5
J05AX28,bulevirtide,5
J05AX29,fostemsavir,5
J05AX31,lenacapavir,5
J06,IMMUNE SERA AND IMMUNOGLOBULINS,2
J06A,IMMUNE SERA SYSTEMIC ANTIINFECTIVES,3
J06AA,Immune sera,4
J06AA01,diphtheria antitoxin,5
J06AA02,tetanus antitoxin,5
J06AA03,snake venom antiserum,5
J06AA04,botulinum antitoxin,5
J06AA05,gas-gangrene sera,5
J06AA06,rabies serum,5
J06B,IMMUNOGLOBULINS,3
J06BA,"Immunoglobulins, normal human",4
J06BA01,"immunoglobulins, normal human, for extravascular adm.",5
J06BA02,"immunoglobulins, normal human, for intravascular adm.",5
J06BB,Specific immunoglobulins,4
J06BB01,anti-D (rh) immunoglobulin,5
J06BB02,tetanus immunoglobulin,5
J06BB03,varicella/zoster immunoglobulin,5
J06BB04,hepatitis B immunoglobulin,5
J06BB05,rabies immunoglobulin,5
J06BB06,rubella immunoglobulin,5
J06BB07,vaccinia immunoglobulin,5
J06BB08,staphylococcus immunoglobulin,5
J06BB09,cytomegalovirus immunoglobulin,5
J06BB10,diphtheria immunoglobulin,5
J06BB11,hepatitis A immunoglobulin,5
J06BB12,"encephalitis, tick borne immunoglobulin",5
J06BB13,pertussis immunoglobulin,5
J06BB14,measles immunoglobulin,5
J06BB15,mumps immunoglobulin,5
J06BB19,anthrax immunoglobulin,5
J06BB30,Specific immunoglobulin combinations,5
J06BC,Antibacterial monoclonal antibodies,4
J06BC01,nebacumab,5
J06BC02,raxibacumab,5
J06BC03,bezlotoxumab,5
J06BC04,obiltoxaximab,5
J06BD,Antiviral monoclonal antibodies,4
J06BD01,palivizumab,5
J06BD02,motavizumab,5
J06BD03,tixagevimab and cilgavimab,5
J06BD04,ansuvimab,5
J06BD05,sotrovimab,5
J06BD06,regdanvimab,5
J06BD07,casirivimab and imdevimab,5
J06BD08,nirsevimab,5
J07,VACCINES,2
J07A,BACTERIAL VACCINES,3
J07AC,Anthrax vaccines,4
J07AC01,anthrax antigen,5
J07AD,Brucellosis vaccines,4
J07AD01,brucella antigen,5
J07AE,Cholera vaccines,4
J07AE01,"cholera, inactivated, whole cell",5
J07AE02,"cholera, live attenuated",5
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",5
J07AF,Diphtheria vaccines,4
J07AF01,diphtheria toxoid,5
J07AG,Haemophilus influenzae B vaccines,4
J07AG01,"haemophilus influenzae B, purified antigen conjugated",5
J07AG51,"haemophilus influenzae B, combinations with toxoids",5
J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",5
J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated",5
J07AG54,"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",5
J07AH,Meningococcal vaccines,4
J07AH01,"meningococcus A, purified polysaccharides antigen",5
J07AH02,other meningococcal monovalent purified polysaccharides antigen,5
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen",5
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",5
J07AH05,other meningococcal polyvalent purified polysaccharides antigen,5
J07AH06,"meningococcus B, outer membrane vesicle vaccine",5
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",5
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",5
J07AH09,"meningococcus B, multicomponent vaccine",5
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated",5
J07AJ,Pertussis vaccines,4
J07AJ01,"pertussis, inactivated, whole cell",5
J07AJ02,"pertussis, purified antigen",5
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",5
J07AJ52,"pertussis, purified antigen, combinations with toxoids",5
J07AK,Plague vaccines,4
J07AK01,"plague, inactivated, whole cell",5
J07AL,Pneumococcal vaccines,4
J07AL01,"pneumococcus, purified polysaccharides antigen",5
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",5
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",5
J07AM,Tetanus vaccines,4
J07AM01,tetanus toxoid,5
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",5
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",5
J07AN,Tuberculosis vaccines,4
J07AN01,"tuberculosis, live attenuated",5
J07AP,Typhoid vaccines,4
J07AP01,"typhoid, oral, live attenuated",5
J07AP02,"typhoid, inactivated, whole cell",5
J07AP03,"typhoid, purified polysaccharide antigen",5
J07AP10,"typhoid, combinations with paratyphi types",5
J07AR,Typhus (exanthematicus) vaccines,4
J07AR01,"typhus exanthematicus, inactivated, whole cell",5
J07AX,Other bacterial vaccines in ATC,4
J07AX01,leptospira vaccines,5
J07B,VIRAL VACCINES,3
J07BA,Encephalitis vaccines,4
J07BA01,"encephalitis, tick borne, inactivated, whole virus",5
J07BA02,"encephalitis, Japanese, inactivated, whole virus",5
J07BA03,"encephalitis, Japanese, live attenuated",5
J07BB,Influenza vaccines,4
J07BB01,"influenza, inactivated, whole virus",5
J07BB02,"influenza, inactivated, split virus or surface antigen",5
J07BB03,"influenza, live attenuated",5
J07BB04,"influenza, virus like particles",5
J07BC,Hepatitis vaccines,4
J07BC01,"hepatitis B, purified antigen",5
J07BC02,"hepatitis A, inactivated, whole virus",5
J07BC20,Hepatitis vaccine combinations,5
J07BD,Measles vaccines,4
J07BD01,"measles, live attenuated",5
J07BD51,"measles, combinations with mumps, live attenuated",5
J07BD52,"measles, combinations with mumps and rubella, live attenuated",5
J07BD53,"measles, combinations with rubella, live attenuated",5
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated",5
J07BE,Mumps vaccines,4
J07BE01,"mumps, live attenuated",5
J07BF,Poliomyelitis vaccines,4
J07BF01,"poliomyelitis oral, monovalent, live attenuated",5
J07BF02,"poliomyelitis oral, trivalent, live attenuated",5
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",5
J07BF04,"poliomyelitis oral, bivalent, live attenuated",5
J07BG,Rabies vaccines,4
J07BG01,"rabies, inactivated, whole virus",5
J07BH,Rota virus diarrhea vaccines,4
J07BH01,"rota virus, live attenuated",5
J07BH02,"rota virus, pentavalent, live, reassorted",5
J07BJ,Rubella vaccines,4
J07BJ01,"rubella, live attenuated",5
J07BJ51,"rubella, combinations with mumps, live attenuated",5
J07BK,Varicella zoster vaccines,4
J07BK01,"varicella, live attenuated",5
J07BK02,"zoster, live attenuated",5
J07BK03,"zoster, purified antigen",5
J07BL,Yellow fever vaccines,4
J07BL01,"yellow fever, live attenuated",5
J07BM,Papillomavirus vaccines,4
J07BM01,"papillomavirus (human types 6, 11, 16, 18)",5
J07BM02,"papillomavirus (human types 16, 18)",5
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",5
J07BN,Covid-19 vaccines,4
J07BN01,"covid-19, RNA-based vaccine",5
J07BN02,"covid-19, viral vector, non-replicating",5
J07BN03,"covid-19, inactivated virus",5
J07BN04,"covid-19, protein subunit",5
J07BN05,"covid-19, virus-like particles",5
J07BX,Other viral vaccines in ATC,4
J07BX01,smallpox and monkeypox vaccines,5
J07BX02,ebola vaccines,5
J07BX04,dengue virus vaccines,5
J07BX05,respiratory syncytial virus vaccines,5
J07BX06,enterovirus 71 vaccines,5
J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",3
J07CA,"Bacterial and viral vaccines, combined",4
J07CA01,diphtheria-poliomyelitis-tetanus,5
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,5
J07CA03,diphtheria-rubella-tetanus,5
J07CA04,haemophilus influenzae B and poliomyelitis,5
J07CA05,diphtheria-hepatitis B-pertussis-tetanus,5
J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,5
J07CA07,diphtheria-hepatitis B-tetanus,5
J07CA08,haemophilus influenzae B and hepatitis B,5
J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,5
J07CA10,typhoid-hepatitis A,5
J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,5
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,5
J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,5
J07X,OTHER VACCINES in ATC,3
J07XA,Parasitic vaccines,4
J07XA01,malaria vaccines,5
L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1
L01,ANTINEOPLASTIC AGENTS,2
L01A,ALKYLATING AGENTS,3
L01AA,Nitrogen mustard analogues,4
L01AA01,cyclophosphamide,5
L01AA02,chlorambucil,5
L01AA03,melphalan,5
L01AA05,chlormethine,5
L01AA06,ifosfamide,5
L01AA07,trofosfamide,5
L01AA08,prednimustine,5
L01AA09,bendamustine,5
L01AA10,melphalan flufenamide,5
L01AB,Alkyl sulfonate alkylating agents,4
L01AB01,busulfan,5
L01AB02,treosulfan,5
L01AB03,mannosulfan,5
L01AC,"Ethylene imines, antineoplastic alkylating drugs",4
L01AC01,thiotepa,5
L01AC02,triaziquone,5
L01AC03,carboquone,5
L01AD,"Nitrosoureas, antineoplastic alkylating agents",4
L01AD01,carmustine,5
L01AD02,lomustine,5
L01AD03,semustine,5
L01AD04,streptozocin,5
L01AD05,fotemustine,5
L01AD06,nimustine,5
L01AD07,ranimustine,5
L01AD08,uramustine,5
L01AG,"Epoxides, antineoplastic alkylating drugs",4
L01AG01,etoglucid,5
L01AX,Other alkylating agents in ATC,4
L01AX01,mitobronitol,5
L01AX02,pipobroman,5
L01AX03,temozolomide,5
L01AX04,dacarbazine,5
L01B,ANTIMETABOLITES,3
L01BA,"Folic acid analogs, antimetabolites",4
L01BA01,methotrexate,5
L01BA03,raltitrexed,5
L01BA04,pemetrexed,5
L01BA05,pralatrexate,5
L01BB,"Purine analogs, antimetabolites antineoplastic",4
L01BB02,mercaptopurine,5
L01BB03,tioguanine,5
L01BB04,cladribine,5
L01BB05,fludarabine,5
L01BB06,clofarabine,5
L01BB07,nelarabine,5
L01BC,"Pyrimidine analogues, antineoplastic antimetabolites",4
L01BC01,cytarabine,5
L01BC02,fluorouracil,5
L01BC03,tegafur,5
L01BC04,carmofur,5
L01BC05,gemcitabine,5
L01BC06,capecitabine,5
L01BC07,azacitidine,5
L01BC08,decitabine,5
L01BC09,floxuridine,5
L01BC52,"fluorouracil, combinations",5
L01BC53,"tegafur, combinations",5
L01BC58,"decitabine, combinations",5
L01BC59,"trifluridine, combinations",5
L01C,"PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS",3
L01CA,"Vinca alkaloids and analogues, antineoplastic",4
L01CA01,vinblastine,5
L01CA02,vincristine,5
L01CA03,vindesine,5
L01CA04,vinorelbine,5
L01CA05,vinflunine,5
L01CA06,vintafolide,5
L01CB,"Podophyllotoxin derivatives, antineoplastic drugs",4
L01CB01,etoposide,5
L01CB02,teniposide,5
L01CC,"Colchicine derivatives, antineooplastic",4
L01CC01,demecolcine,5
L01CD,"Taxanes, antineoplastic",4
L01CD01,paclitaxel,5
L01CD02,docetaxel,5
L01CD03,paclitaxel poliglumex,5
L01CD04,cabazitaxel,5
L01CD51,paclitaxel and encequidar,5
L01CE,Topoisomerase 1 (TOP1) inhibitors,4
L01CE01,topotecan,5
L01CE02,irinotecan,5
L01CE03,etirinotecan pegol,5
L01CE04,belotecan,5
L01CX,Other plant alkaloids and natural products in ATC,4
L01CX01,trabectedin,5
L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,3
L01DA,Actinomycines,4
L01DA01,dactinomycin,5
L01DB,Anthracyclines and related substances,4
L01DB01,doxorubicin,5
L01DB02,daunorubicin,5
L01DB03,epirubicin,5
L01DB04,aclarubicin,5
L01DB05,zorubicin,5
L01DB06,idarubicin,5
L01DB07,mitoxantrone,5
L01DB08,pirarubicin,5
L01DB09,valrubicin,5
L01DB10,amrubicin,5
L01DB11,pixantrone,5
L01DC,Other cytotoxic antibiotics in ATC,4
L01DC01,bleomycin,5
L01DC02,plicamycin,5
L01DC03,mitomycin,5
L01DC04,ixabepilone,5
L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",3
L01EA,BCR-ABL tyrosine kinase inhibitors,4
L01EA01,imatinib,5
L01EA02,dasatinib,5
L01EA03,nilotinib,5
L01EA04,bosutinib,5
L01EA05,ponatinib,5
L01EA06,asciminib,5
L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,4
L01EB01,gefitinib,5
L01EB02,erlotinib,5
L01EB03,afatinib,5
L01EB04,osimertinib,5
L01EB05,rociletinib,5
L01EB06,olmutinib,5
L01EB07,dacomitinib,5
L01EB08,icotinib,5
L01EB09,lazertinib,5
L01EB10,mobocertinib,5
L01EB11,aumolertinib,5
L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,4
L01EC01,vemurafenib,5
L01EC02,dabrafenib,5
L01EC03,encorafenib,5
L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,4
L01ED01,crizotinib,5
L01ED02,ceritinib,5
L01ED03,alectinib,5
L01ED04,brigatinib,5
L01ED05,lorlatinib,5
L01EE,Mitogen-activated protein kinase (MEK) inhibitors,4
L01EE01,trametinib,5
L01EE02,cobimetinib,5
L01EE03,binimetinib,5
L01EE04,selumetinib,5
L01EF,Cyclin-dependent kinase (CDK) inhibitors,4
L01EF01,palbociclib,5
L01EF02,ribociclib,5
L01EF03,abemaciclib,5
L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG),4
L01EG01,temsirolimus,5
L01EG02,everolimus,5
L01EG03,ridaforolimus,5
L01EG04,sirolimus,5
L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,4
L01EH01,lapatinib,5
L01EH02,neratinib,5
L01EH03,tucatinib,5
L01EJ,Janus-associated kinase (JAK) inhibitors (L01EJ),4
L01EJ01,ruxolitinib,5
L01EJ02,fedratinib,5
L01EJ03,pacritinib,5
L01EJ04,momelotinib,5
L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,4
L01EK01,axitinib,5
L01EK02,cediranib,5
L01EK03,tivozanib,5
L01EK04,fruquintinib,5
L01EL,Bruton's tyrosine kinase (BTK) inhibitors,4
L01EL01,ibrutinib,5
L01EL02,acalabrutinib,5
L01EL03,zanubrutinib,5
L01EL04,orelabrutinib,5
L01EL05,pirtobrutinib,5
L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,4
L01EM01,idelalisib,5
L01EM02,copanlisib,5
L01EM03,alpelisib,5
L01EM04,duvelisib,5
L01EM05,parsaclisib,5
L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,4
L01EN01,erdafitinib,5
L01EN02,pemigatinib,5
L01EN03,infigratinib,5
L01EN04,futibatinib,5
L01EX,Other protein kinase inhibitors in ATC,4
L01EX01,sunitinib,5
L01EX02,sorafenib,5
